movement,time_start,video_id,path,layer,duration,loop,uuid,semantic_tags,mood_tag,motion_tag,motion_variance,dominant_colors,emotional_tags,formal_tags,material_tags,ai_description
orientation,9.0,00_0063_2013-12-28_032433_prores_scene_003,/Volumes/CORSAIR/SCENES/00_0063_2013-12-28_032433_prores_scene_003_hap.mov,0,0.5,False,c98748de-cacd-4961-b0bd-726e08590f71,"['airplane', 'blinds', 'natural_light', 'rain', 'windows']",warm,dynamic,176.222,"['#1b1d16', '#dbd8c1', '#6e6e5d']","['dynamic', 'inviting', 'nostalgic', 'warm_lighting']","['close_up', 'metal_slats', 'monochrome', 'slits', 'sunshine']","['fabric', 'glass', 'metal', 'water']","The scene is a composite of different visual elements focusing on windows and natural light. It begins with raindrops descending dynamically through the air with their linear paths emphasized by a close-up perspective, immediately followed by a detailed glimpse of metal window slats, likely viewed from the inside, with the textural contrast of the metal against the softness of natural light. The scene transitions to the glow of sunlight warmly diffusing through a window, casting an inviting radiance. Subsequently, there is a tight shot of the narrow slits in the window of an airplane, which conveys the sense of altitude and travel subtly through the rigid geometry of the window design. Lastly, it shifts to a black and white portrayal of an open window with blinds, adding a nostalgic or timeless feel to the assortment. Throughout, the imagery is tied together with a sense of warmth, despite the varied lighting conditions, and an overall dynamic quality that reflects the motion of the rain, the traveling sunbeams, and the implied movement of the airplane."
orientation,9.5,IMG_1123_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_1123_prores_scene_001_hap.mov,0,0.5,False,0ff53d44-5dc4-4b1b-afdb-cbad2d90ab2d,"['cool_lighting', 'dj_booth', 'dj_lights', 'human', 'low_light', 'night_sky', 'speakers', 'stage', 'window']",cool,moderate,1.884,"['#0500b9', '#1c002a', '#881c64']","['cool', 'energetic', 'intriguing']","['dynamic', 'illumination', 'monochrome', 'patterns', 'rhythm', 'silhouette']","['air', 'beam', 'equipment', 'glass', 'light']","A man stands silhouetted against a backdrop of dj lights, casting an intricate array of beams into the surrounding darkness. Onstage, the glow of lights punctuates the dark with patterns indicative of a DJ setup. Centered in the room is DJ equipment, with its contours faintly illuminated. Beside the person, two speakers are visible on stage, reinforcing the focal point where the individual stands. Blue light filters through a window, adding a monochromatic hue to the object it touches, while elsewhere a stream of blue light pierces the dark night sky, suggesting an atmospheric escape beyond the confines of the indoor space. The movements within the scene are moderate, as the person possibly engages with the equipment, and light shifts dynamically with the rhythm of unseen music."
orientation,10.0,Amy's Surprise Birthday_prores_scene_002,/Volumes/CORSAIR/SCENES/Amy's Surprise Birthday_prores_scene_002_hap.mov,0,8.0,False,a64a35be-f504-490c-9b6c-c75fe1256c84,"['adolescents', 'birthday_cake', 'blur', 'figure', 'frosting', 'group', 'hand', 'image', 'object', 'sprinkles', 'wall', 'window']",warm,dynamic,120.523,"['#b7976f', '#705437', '#090806']","['casual', 'celebratory', 'conviviality', 'warm_lighting']","['backlit_profiles', 'indistinct_objects', 'motion', 'soft_illumination', 'warm_lighting']","['fabric', 'frosting', 'glass']","In a warmly-lit room, a mixed group of adolescents stand with their backs partially turned to us before a large window, casting a soft illumination that highlights their profiles. Near the edge of the frame, a hand raises an object, the details obscured by the motion and focus. In the background, the faint, festive outline of a birthday cake, its colors swallowed up in a blur, yet hints of frosting and sprinkles suggest its celebratory purpose. On the opposite side of the room, another group is positioned against a plain wall, their arrangement casual. A solitary figure is captured in a similar manner before a still image, details indistinguishable. The atmosphere carries a dynamic quality with movement suggested rather than overt, creating a sense of warmth and conviviality."
orientation,10.0,IMG_4596,/Volumes/CORSAIR/SCENES/IMG_4596_hap.mov,1,8.0,False,f0f67e14-b78d-4b92-ab62-fca03a022f81,"['diffused_light', 'group', 'human', 'image', 'low_light', 'motion', 'silhouette']",warm,dynamic,68.824,"['#a98361', '#4a3322', '#f6e4c4']","['mystery', 'warm_lighting']","['background', 'composition', 'contrast', 'foreground']","['figurative', 'soft_lighting']","A hazy silhouette of a group partially obscured by fog, juxtaposed with solitary figures shrouded in darkness before images, motion suggesting a subtle, continuous change in position."
orientation,10.0,IMG_1718_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_1718_prores_scene_001_hap.mov,2,8.0,False,3a618afb-1cbb-4207-a238-8472660130e7,"['dancing', 'dark', 'dj', 'group', 'hands_on_hips', 'human', 'image', 'london', 'nightclub', 'observer', 'stage']",warm,moderate,80.228,"['#680348', '#110004', '#e805c5']","['confidence', 'enjoyment', 'relaxed', 'rhythmic']","['low_light', 'motion', 'nightlife', 'warm_lighting']","['club_lights', 'human_figure', 'light', 'shadow']","In the dimly lit room, illuminated by a subtle warm glow, a woman stands with her hands resting naturally on her hips, engaged in a dance. Her motions are evident even in the dark, characterized by a moderate pace that suggests a relaxed yet rhythmic vibe. Her body's movement conveys a sense of confidence and enjoyment. Nearby, a person is positioned in front of an image, presumably observing or partaking in a visual experience. Elsewhere, DJs are captured on stage at a bustling nightclub in London, the warm and vibrant lighting fostering an inviting atmosphere as they perform for an animated crowd, their actions infused with the lively pulse of the music."
orientation,18.0,Aimless Driving - Trouble Shooters_prores_scene_006,/Volumes/CORSAIR/SCENES/Aimless Driving - Trouble Shooters_prores_scene_006_hap.mov,0,0.5,False,6f0eaac4-6a4a-4e73-8693-a3917ae773a1,"['brick_wall', 'empty_room', 'mixed_group', 'monochrome', 'performer', 'photograph', 'playing_instruments']",warm,moderate,12.032,"['#736454', '#dac8a7', '#1e1b14']","['comforting', 'energetic', 'gentle', 'timeless']","['drums', 'group', 'guitars', 'men_and_women', 'monochrome', 'motion', 'old_wall', 'warm_lighting']","['brick', 'musical_instruments', 'photograph']","A mixed group of male and female musicians is energetically engaged in playing guitars and drums. Close by is a black and white photograph depicting an aged brick wall, with the texture and patterns of the bricks clearly visible. A separate group of individuals is seen gathered in an unadorned room that appears to be quite sparse, while the black and white photograph of a photograph presents a meta-conceptual visual element. The scene is imbued with a sense of motion derived from the musicians, albeit it's not overly dynamic. The black and white elements exude a timeless quality, while the overall warm color mood of the gathering spaces suggests a comforting and gentle ambiance. Illumination is even and soft, without harsh highlights or deep shadows."
orientation,18.5,IMG_7483_prores_scene_001_1,/Volumes/CORSAIR/SCENES/IMG_7483_prores_scene_001_1_hap.mov,0,0.5,False,2308f21d-36ff-498c-84bc-67acc2200ce8,"['dog', 'feet', 'grass', 'interaction', 'licking', 'outdoor', 'owner', 'play']",cool,dynamic,23.862,"['#d1ced1', '#8f927d', '#2d3138']","['joyful', 'lively', 'playful']","['close_up', 'monochrome', 'natural_light', 'persons_feet', 'two_dogs']","['fur', 'grass', 'skin']","A black and white dog frolics in grass; nearby, a person's feet and legs are shown standing. Another dog joins in play. One dog licks a human's face. Scene is outdoors, daylight, with cool tones"
orientation,19.0,5_prores_scene_001,/Volumes/CORSAIR/SCENES/5_prores_scene_001_hap.mov,0,0.5,False,74acfdf8-fd25-46eb-8dcd-c222a44ecda2,"['afternoon', 'boat', 'natural_light', 'reflections', 'river']",warm,dynamic,14.55,"['#beb0a1', '#787675', '#3c3837']","['inviting', 'serene', 'warm_lighting']","['motion', 'unenclosed_deck', 'warm_lighting']","['water', 'wooden_deck']","The scene unfolds with a gently flowing river viewed from the unenclosed deck of a leisurely moving boat. Sunlight dances on the rippling water, creating shimmering reflections that infuse the scene with a sense of warmth. The movement of the boat introduces a dynamic quality to the river’s surface, enhancing the perception of motion. The surroundings are bathed in a golden glow from the late afternoon sun, suggesting a serene and inviting atmosphere."
orientation,19.5,2015-04-11 19.50.42_prores_scene_001,/Volumes/CORSAIR/SCENES/2015-04-11 19.50.42_prores_scene_001_hap.mov,0,0.5,False,6cdc184e-6e61-4cca-aed7-11d4bcd9253c,"['empty_room', 'hug', 'human', 'kiss', 'projection', 'raised_arms', 'silhouette']",warm,moderate,14.721,"['#ccc4af', '#120c09', '#8d7968']","['anticipation', 'closeness', 'intimacy', 'romance', 'warm_lighting']","['embrace', 'intimacy', 'motion', 'screen_projection', 'uplifted_arms', 'warm_lighting']","['screen', 'shadows', 'soft_lighting']","In an empty, softly-lit room, a man and a woman are embracing each other, capturing a sentiment of closeness and warmth. Another moment features a woman alone, her arms uplifted possibly in preparation or anticipation. A romantic scene unfolds between a man and a woman sharing a kiss, further enhancing the intimate atmosphere. On a screen, the silhouette of a woman's body is displayed, adding a visual element that might suggest art or technology."
orientation,20.0,GP130496_prores_scene_001,/Volumes/CORSAIR/SCENES/GP130496_prores_scene_001_hap.mov,0,0.5,False,292e4dd6-4fc7-4fc6-bcc9-dd5ee41713f2,"['airplane', 'blue_sky', 'clouds', 'diffused_light', 'field', 'fire', 'grass', 'monochrome', 'plane', 'smoke', 'trees']",warm,moderate,2.386,"['#704b39', '#cf813d', '#898e92']","['disturbance', 'serenity', 'warm_lighting']","['aerial', 'contrast', 'ground', 'transition']","['fabric', 'fire', 'metal', 'smoke', 'wood']","A plane is depicted flying in a blue sky dotted with clouds and patches of fog. A separate segment shows smoke and fire against the sky, suggesting turmoil. The imagery transitions to black and white, with a plane in flight overhead and a serene, empty field fringed by trees and grass below."
orientation,20.5,2_prores_scene_001,/Volumes/CORSAIR/SCENES/2_prores_scene_001_hap.mov,0,0.5,False,93e32a8d-85ae-4d12-8c64-ba76a25989dd,"['ocean', 'sailboat', 'sailing', 'sea', 'surfboard', 'surfer', 'waves']",cool,dynamic,9.243,"['#838a94', '#b1b3b6', '#4e5a6a']","['adventurous', 'exciting', 'serene']","['cool_lighting', 'dynamic', 'natural_light', 'open_composition', 'water_texture']","['fabric', 'foam', 'water', 'wood']","A surfer is actively navigating a wave on his surfboard, harnessing the power of the ocean's movement. The ocean's vast expanse surrounds him, and the scene is imbued with the coolness of blues and greens. The sun casts a soft, diffuse light that catches the water's surface, creating a tranquil yet vibrant atmosphere."
orientation,21.0,Birthday_prores_scene_001,/Volumes/CORSAIR/SCENES/Birthday_prores_scene_001_hap.mov,0,0.5,False,2d6c594b-1114-49b3-930e-bfe7aee695da,"['balloons', 'couple', 'hug', 'human', 'kitchen', 'playful', 'polka_dot', 'red_balloon', 'red_shirt', 'warm_lighting']",warm,active,77.155,"['#6e4d2b', '#0b0804', '#b18d56']","['cheerful', 'happiness', 'joy', 'warm_lighting']","['active', 'embrace', 'intimate', 'motion']","['fabric', 'latex_balloon']","A man and woman share a warm embrace in a cozy kitchen space. Elsewhere in the kitchen, the same pair engage jovially with balloons, adding a playful atmosphere. Separately, a lone man stands with a red balloon, his attire matching the balloon's color. The kitchen is bathed in warm light, enhancing the cheerful and intimate feel of the scene. The motion appears fluid and dynamic, indicating an active and happy environment."
orientation,21.5,IMG_0090_prores_scene_004,/Volumes/CORSAIR/SCENES/IMG_0090_prores_scene_004_hap.mov,0,0.5,False,3e83ac5f-fe9a-46e2-abef-3e1f56d918ac,"['buttons', 'dj_mixer', 'intimate_setting', 'knobs', 'music_equipment', 'warm_lighting']",warm,active,30.299,"['#121110', '#302f2c', '#5c544f']","['anticipation', 'engagement', 'lively']","['close_up', 'imminent_motion', 'soft_lighting']","['black_mixer', 'metal', 'plastic']","In a dimly lit room with an intimate vibe, a warm, soft light cascades over a sleek black DJ mixer that sits atop a table. The array of buttons and knobs on the mixer are poised in stillness, but the presence of a nearby hand suggests imminent motion amidst an atmosphere of anticipation. The emotional tone is lively and engaging as if the person is about to manipulate the controls, immersing the space in rhythmic beats. No other details are discernible, maintaining focus on the interaction between user and mixer."
orientation,22.0,Birthday_prores_scene_001,/Volumes/CORSAIR/SCENES/Birthday_prores_scene_001_hap.mov,0,0.5,False,88deb5b5-a7ea-41b0-a08a-613da250d7f8,"['balloons', 'couple', 'hug', 'human', 'kitchen', 'playful', 'polka_dot', 'red_balloon', 'red_shirt', 'warm_lighting']",warm,active,77.155,"['#6e4d2b', '#0b0804', '#b18d56']","['cheerful', 'happiness', 'joy', 'warm_lighting']","['active', 'embrace', 'intimate', 'motion']","['fabric', 'latex_balloon']","A man and woman share a warm embrace in a cozy kitchen space. Elsewhere in the kitchen, the same pair engage jovially with balloons, adding a playful atmosphere. Separately, a lone man stands with a red balloon, his attire matching the balloon's color. The kitchen is bathed in warm light, enhancing the cheerful and intimate feel of the scene. The motion appears fluid and dynamic, indicating an active and happy environment."
orientation,22.5,IMG_0321_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_0321_prores_scene_001_hap.mov,0,0.5,False,6b8f4907-194f-4846-b871-cbe7828fe0af,"['central_dj_setup', 'cool_lights', 'dark_room', 'diffused_light', 'dj', 'haze', 'nightclub', 'silhouettes']",cool,moderate,7.194,"['#2c0264', '#140026', '#4b03ce']","['cool_color_palette', 'energetic', 'moody', 'mysterious']","['ambient_light_sources', 'central_composition', 'dim_lighting', 'dynamic_environment', 'motion', 'obscured_visibility']","['fabric', 'metallic_surfaces', 'smoke']","A dark room, cutting through with beams of cool-toned lights and enshrouded in drifting fog. A DJ stands at a setup located centrally in the room, where decks gleam faintly in the subdued lighting. A figure is positioned in the middle of the frame, likely controlling the music and partially obscured by haze. In the background, silhouettes of a few people meander through the mist, their motion moderate as they navigate the obscured space. The atmosphere feels lively but obscured, palpable with the movement of the fog and the bodies within."
