video_id,file_path,duration,frame_rate,resolution,motion_score,motion_variance,motion_tag,mood_tag,semantic_tags,formal_tags,emotional_tags,material_tags,dominant_colors,semantic_caption,ai_description
Untitled8 copy_prores_scene_014,/Volumes/CORSAIR/SCENES/Untitled8 copy_prores_scene_014_hap.mov,5.15,29.96,704x480,67.589,1807.44,dynamic,warm,"airplane, human, monochrome, silhouette, sky","background, foreground, high_contrast, monochrome",solitude,photograph,"#665955, #f4f8fa, #7e726f",a black and white image of an airplane flying in the sky | a person is standing in front of something,"In the grayscale photo, an airplane streaks across the sky while a silhouette of a person stands prominently before an indistinct background."
Frank's Shows June 18 1999_prores_scene_002,/Volumes/CORSAIR/SCENES/Frank's Shows June 18 1999_prores_scene_002_hap.mov,70.53999999999999,29.97002997002997,704x480,26.143,82.698,active,warm,"event, group, keyboard, microphones, music, performer, playing, singing, stage","composition, lighting, movement, position","energy, passion, rapture, warm_lighting","instrument, stage_equipment","#211715, #f7d3d1, #a55757",a band playing on stage in front of an audience | two men in front of a keyboard on stage | a man singing on stage in front of audience | a man and woman playing keyboards on stage in front of two microphones,"The stage is alive with the dynamic energy of a band performing. Two men are engaged with a keyboard, their fingers moving rhythmically across the keys. A solitary man's presence is marked by his passionate singing, the microphone transmitting his voice to an enraptured audience. On another part of the stage, a man and a woman are both at keyboards, their hands skillfully generating melodies, twin microphones standing sentinel before them. The motion is ceaseless and animated, distinctly rhythmic due to the nature of the performance. Warm lighting bathes the scene, casting a golden hue that complements the fervor of the music and the performers' enthusiasm."
GOPR0525_prores_scene_001,/Volumes/CORSAIR/SCENES/GOPR0525_prores_scene_001_hap.mov,9.8,119.9,1280x720,30.558,140.067,dynamic,warm,"girl, grass, hair, human, long_hair, park, spherical, standing, sunglasses, wind","dynamic, outdoor, summer_day, warm_lighting","confidence, ease, vibrancy","grass_texture, sunglasses_material","#5f5638, #c3c9d3, #262016",a girl wearing sunglasses in the park | a girl with her hair blowing in the wind | a woman is standing in the grass with her hands on her hips | spherical view of a girl with long hair in the grass,"A girl is standing in a park, donning sunglasses with her hair dynamically flowing with the wind. She assertively positions herself with hands on her hips, giving the impression of confidence and ease. Surrounding her is the green expanse of grass viewed in a spherical, encompassing manner, highlighting the girl's long hair as it interacts with the breeze. The scene is bathed in a warm, soft light indicative of a sunny day, which adds to the vibrancy and liveliness of the setting."
Jazz Band 2000_prores_scene_083,/Volumes/CORSAIR/SCENES/Jazz Band 2000_prores_scene_083_hap.mov,6.85,29.97002997002997,704x480,24.035,13.235,active,warm,"ambiance, engagement, group, liveliness, performer, posh, tuxedos","dressed_up, entertainment, event, group, social_gathering","captivation, elegance, liveliness, warm_lighting","fabric, instruments, light","#161813, #6c5a4a, #e3cfb8",a group of men and women in tuxedos | a group of musicians playing music in front of an audience,"A posh assembly of individuals in tuxedos stands elegantly. Nearby, musicians actively engage with their instruments, creating a lively ambiance for the captivated audience."
IMG_4353_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_4353_prores_scene_001_hap.mov,8.6,29.97002997002997,1280x720,7.81,5.139,moderate,cool,"cool_lighting, event, group, guitarist, projection, silhouette, spotlights, stage","contrast, illumination, motion, shadow, static","anticipation, calm, energy, engagement","light, low_light","#000313, #023e83, #001441",a person standing on stage in the dark | a man standing on stage in front of an audience | a man on stage playing guitar in the dark | a band performs on stage in front of an audience | a person standing in front of an image,"An individual silhouette stands alone on a dimly lit stage, bathed in a cool, bluish light. The calm setting conveys a sense of anticipation. In contrast, another scene pulsates with moderate motion as a man addresses an unseen crowd, spotlights faintly illuminating his form. In a third vignette, a guitarist is enveloped by darkness, with soft illumination highlighting his motion as he strums. The band is dynamically engaged in performance, energetic under the vibrant stage lights that cast a cool hue. A lone person is juxtaposed against a backdrop, presumably a projection or large image, standing still as the image imposes a static presence."
Frank's Shows June 18 1999_prores_scene_014,/Volumes/CORSAIR/SCENES/Frank's Shows June 18 1999_prores_scene_014_hap.mov,29.93,29.97002997002997,704x480,7.078,0.935,moderate,warm,"event, instruments, lights, microphones, performer, stage","dynamic_spatial_layout, moderate_perceptual_motion, warm_lighting","energetic, exciting, passionate","fabric_of_clothing, instruments, stage_lights","#584f51, #181917, #c4c3c3",a band playing on stage in front of lights,"A band is energetically performing on stage with instruments and microphones, positioned under a series of bright, colored stage lights that cast a warm glow on the scene. Band members exhibit moderate movement, typically of playing instruments or singing, contributing to a dynamic but not frantic environment."
IMG_0606_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_0606_prores_scene_001_hap.mov,5.61,24.0,1280x720,9.799,22.925,moderate,warm,"glasses, hats, human, image, pair, purple_light","background, foreground, motion, warm_lighting","comfortable, inviting, social","accessories, clothes, lighting","#47092d, #7d257c, #1c020d",a man and woman with glasses and hats in the background | a man with glasses and sunglasses in front of purple lights | a man and woman standing in front of an image,"In the visual, there is a man and a woman both wearing glasses and hats positioned in the background. In the foreground, a man adorns glasses as well as sunglasses, capturing a sense of duality in his attire. The surroundings are bathed in a purple glow, suggesting the presence of purple lights. A nearby man and woman suggest a social or collaborative aspect as they stand adjacent to each other in front of an unspecified image. The overall scene possesses moderate perceptual motion, likely indicating some activity or interaction. The warm color mood pervades the scene, with probable warm lighting contributing to an inviting and comfortable atmosphere."
60895116909__38C2192B-C99B-416C-9384-268A48232D32_prores_scene_001,/Volumes/CORSAIR/SCENES/60895116909__38C2192B-C99B-416C-9384-268A48232D32_prores_scene_001_hap.mov,1.95,15.0,652x872,3.881,0.0,still,cool,"dental, exaggerated, human, medical, mouth, pose, teeth, tweezers","cool_color_mood, even_lighting, static","calm, clinical, sterile",metal_tweezers,"#22152d, #ab7fe8, #724455",a man with his mouth full of tweezers | a man with his teeth in his mouth | a man is posing with his mouth open and his teeth sticking out,"In the scene, there are three different images of a man. The first shows him with multiple tweezers protruding from his mouth, suggesting dental or medical intervention. The second showcases the man with a neutral expression, his teeth visibly in place. The third depicts him in an exaggerated pose with an opened mouth and teeth prominently displayed. There is a stillness to the scene, lacking any dynamic movement. The cool color mood implies the use of blues or greys, creating a calm or sterile atmosphere. Lighting is even and clinical, adding to the coolness of the scene."
Trouble Shooters at Sweet Home_prores_scene_017,/Volumes/CORSAIR/SCENES/Trouble Shooters at Sweet Home_prores_scene_017_hap.mov,9.96,29.97002997002997,704x480,11.292,6.168,moderate,warm,"event, group, instruments, performer, stage","moderate_perceptual_motion, warm_lighting","energetic, entertaining, lively","group, instruments, stage_lights","#f6f7eb, #171812, #96936d",a group of people playing instruments on stage in front of an audience | a group of people standing in front of an image,"A band performs energetically on stage; lights illuminate them, casting warm hues on the audience."
Piano Day 1998_prores_scene_012,/Volumes/CORSAIR/SCENES/Piano Day 1998_prores_scene_012_hap.mov,5.82,29.97002997002997,704x480,63.232,525.922,dynamic,warm,"gathering, group, image, open_door, orange_cart","front, group, standing, warm_lighting","curiosity, engagement, warm_lighting","fabric, paper, wood","#1e1712, #6f5c52, #c6c0c4",a group of people standing in front of an orange cart | a man is standing in front of an open door | a group of people standing in front of an image,"A crowd gathers around a vivid orange cart, another stands by an open doorway, a third group in front of an image, imbued with warmth and activity."
Jazz Band 2000_prores_scene_040,/Volumes/CORSAIR/SCENES/Jazz Band 2000_prores_scene_040_hap.mov,92.03,29.97002997002997,704x480,7.966,6.663,moderate,warm,"formal, group, human, orchestra, stage, tuxedo","posing, seated, standing","elegance, formality","lighting, textiles","#6d5548, #1f1d18, #cdbeae",a man in tuxedo standing on stage in front of the crowd | a man in tuxedo standing in front of an orchestra | a group of people standing in front of an image | a group of men and women dressed in formal attire,"A man in a tuxedo stands on a lit stage facing a seated crowd, another stands before an orchestra, a diverse group poses formally, ambiance is warmly illuminated."
Cession_scene_002,/Volumes/CORSAIR/SCENES/Cession_scene_002_hap.mov,4.91,29.97002997002997,704x480,5.567,0.0,moderate,warm,"event, group, human, singing, stage, warm_lighting","background, foreground, lighting, shadow","engaging, enthusiastic, intimate","fabric, furnishing","#0d0809, #f4e7e3, #9a4e43",a man singing on stage in front of two other men | a man standing on stage in front of another man,"A man is captured in the middle of a performance, singing with enthusiastic expression as he stands on stage. In the background, somewhat in shadow, two other men observe, likely either part of the audience or fellow performers. The solo man on stage commands the focus, with moderate movement perhaps suggested by his stance or gestures as he sings. The ambiance of the scene is cast in a warm glow, possibly from stage lighting, which enhances the emotional vibe of the moment. The lighting appears directed, creating an intimate and engaging environment."
IMG_9965-2_prores_scene_002,/Volumes/CORSAIR/SCENES/IMG_9965-2_prores_scene_002_hap.mov,15.41,30.36,540x960,4.768,15.539,still,cool,"dj_set, electronic_keyboard, fire_imagery, human, instrument, low_light, piano, stage","minimal_movement, static","calm, cool","cool_lighting, low_light, shadow","#050502, #344e89, #191e3a",a person is sitting in front of an electronic keyboard in the dark | a man is standing in front of his dj set | a person is playing an instrument on stage in the dark | a man is playing the piano in front of an image of fire and smoke | a man is standing in front of an empty stage in the dark | a person standing in front of an image,"A person sits before an electronic keyboard in dim light. Another stands by a DJ set, one at a stage instrument, one plays piano with fire imagery, last in front of an empty stage."
GOPR0214_prores_scene_002,/Volumes/CORSAIR/SCENES/GOPR0214_prores_scene_002_hap.mov,11.63,59.94,1920x1080,58.905,14.808,dynamic,warm,"apartment_building, bearded_man, elevated_platform, glasses, group, rooftop, social_gathering, sunglasses, urban","elevated_position, facial_expression, figures, motion, warm_lighting","casual, dynamic, friendly, inviting, relaxed","concrete, fabric, glass, metal, skin","#996a53, #3c2d27, #d4c9cc",a bearded man with glasses and sunglasses | a group of people sitting on the roof of an apartment building | a man is holding his sunglasses in front of his face | a group of people sitting on the edge of an elevated platform,"A bearded man with glasses is juxtaposed with a secondary scene where he holds his sunglasses in front of his face. Nearby, a diverse group of people is casually seated on an urban apartment building’s rooftop, some perched on the edge of the structure. They embody a relaxed social gathering under a warm, inviting light that enhances the scene's dynamic atmosphere. The edges of the platform and postures of the people indicate the elevated and precarious position of the group."
Jazz Band 2000_prores_scene_017,/Volumes/CORSAIR/SCENES/Jazz Band 2000_prores_scene_017_hap.mov,4.8,29.97002997002997,704x480,41.103,0.0,dynamic,warm,"dance, group, gymnasium, warm_lighting","center-focused, motion","energy, joy, sociability","human_figures, indoor_setting","#2b251d, #d2bea9, #745d49",a group of people dancing in the gymnasium | a group of people dancing in the background | a group of people dancing in the middle of the dance floor,"People are joyfully dancing in a gymnasium with warm-toned lighting, illuminating the center where the majority gather on the dance floor, their movements lively and fluid."
IMG_4577_prores_scene_002,/Volumes/CORSAIR/SCENES/IMG_4577_prores_scene_002_hap.mov,29.62,24.0,1920x1080,35.259,229.525,dynamic,warm,"airplane, clock, flight, human, monochrome, sky, standing, time","motion, silhouettes, static_posture, warm_lighting","contemplative, serene, timeless","acrylic_possibility, monochrome_imagery","#1c110d, #a18161, #c7a581",a man is standing in front of an airplane | a plane flying in the sky | an image of a clock in the sky | a black and white image of an airplane flying in the sky,"A man stands before a static aircraft on the ground, caught in a paused stance with the looming presence of an airplane silhouette overhead in uninterrupted flight. Above, a stylized clock face hangs ethereally in the sky, its hands in motion, indicating the passage of time. The fourth plane, captured in timeless monochrome, soars across a sky stripped of all color. The entire scene is bathed in a warm light, suggesting either the golden hour of sunrise or sunset."
0010Z8_prores_scene_002,/Volumes/CORSAIR/SCENES/0010Z8_prores_scene_002_hap.mov,14.85,23.976023976023978,936x700,33.835,49.048,dynamic,warm,"dynamic, human, sidewalk, street, walking","motion, perspective, warm_lighting","confidence, vitality, warm_lighting","architecture, clothing, pavement","#6d5b4f, #0e0907, #ddd5c8",a person walking down the sidewalk | a woman is walking down the street | a woman is walking down the street with her hands on her hips | a person is walking down the street in front of an image,"A woman strides confidently down a street with her hands assertively placed on her hips. The movement is fluid, suggesting a dynamic rhythm as she progresses. The scene is bathed in a warm light, indicative of either the golden hours of dawn or dusk, casting a soft glow that highlights her form and creates a sense of warmth and vitality. Buildings align the sidewalk, providing spatial context to her motion."
Haunted Smoke Full 2004 Kitchen Distribution_prores_scene_006,/Volumes/CORSAIR/SCENES/Haunted Smoke Full 2004 Kitchen Distribution_prores_scene_006_hap.mov,36.14,29.97002997002997,640x480,10.492,21.351,moderate,neutral,"drums, event, group, monochrome, music, performer, stage","low_light, monochrome, silhouettes","calm, engaging","dark_setting, shadowy_figures","#151415, #41423e, #d2d9d1",a group of people playing music in the dark | a group of people playing drums on stage | a band performs in the dark on stage | a band performs in front of an audience | a black and white image of two people in the dark,"A band is performing on a dimly lit stage with subtle movements, accompanied by a moderate rhythmic beat from drummers. The scene is monochromatic, illuminated sparsely enough to outline figures in the dark, creating a calm yet engaging atmosphere among the present audience."
IMG_0001_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_0001_prores_scene_001_hap.mov,6.64,29.97002997002997,1280x720,4.035,0.053,still,cool,"cool_lighting, dark, holding, human, low_light, paper_airplane","cool_lighting, focused_subject, low_key_illumination, minimalistic_composition, upper_half_of_body_visible","calm, contemplative, isolated, serene","human, paper","#151717, #020503, #313a41",a man is holding up paper in front of him | a man holds up paper airplane in the dark,"A man is visible in a dimly lit environment, holding a paper airplane upwards with both hands, suggesting the object is poised for release. The surrounding darkness emphasizes the man and his paper airplane as the focal point. The cool color temperature casts a slight bluish tint on the scene, reinforcing a sense of stillness and quiet."
Jazz Band 2000_prores_scene_001,/Volumes/CORSAIR/SCENES/Jazz Band 2000_prores_scene_001_hap.mov,38.24,29.97002997002997,704x480,7.436,4.579,moderate,warm,"dance, group, gymnasium, motion, standing","motion, warm_lighting","joyful, lively","floor, sports_hall","#27241d, #beb3a6, #6b5b4a",a group of people dancing in the gymnasium | a group of people standing in the gymnasium,"People are energetically dancing in a gymnasium with warm lighting, others stand around. The motion is lively."
IMG_7485_prores_scene_001_1,/Volumes/CORSAIR/SCENES/IMG_7485_prores_scene_001_1_hap.mov,8.7,30.0,720x1280,32.806,64.907,dynamic,warm,"dog, golden_retriever, grass, human, play","dynamic, natural_light, outdoor","joyful, serene, warm_lighting","fur, grass","#5e6357, #bfbeb4, #939888",a black and white dog playing in the grass | a golden retriever dog in california | a woman is standing in the grass with two dogs in front of her,"Grassy expanse with a black and white dog frolicking, bounded by a golden retriever. Sun-drenched scene with a woman standing, overseeing both dogs."
2015-09-01 08.03.51_prores_scene_001,/Volumes/CORSAIR/SCENES/2015-09-01 08.03.51_prores_scene_001_hap.mov,16.82,24.02,720x1280,5.483,0.688,moderate,warm,"closed_eyes, furniture, human, lying, side_position","human_figure, interior, moderate_perceptual_motion","calmness, relaxation, serenity, tranquility","bedding, clothing, soft_lighting","#050303, #302e28, #1f160e",a man is lying on his side in bed | a man is lying on his bed with his eyes closed,"A man is positioned on his side in a bed, implying a state of rest or sleep. His eyes are gently closed, indicating tranquility or deep relaxation. The movement in the scene is moderate, likely due to the rising and falling of his chest with each breath. The color mood of the scene is warm, probably cast by a soft light source that creates an inviting and peaceful atmosphere. The general emotion conveyed is calmness or serenity."
00_0051_2013-12-28_020754_prores_scene_006,/Volumes/CORSAIR/SCENES/00_0051_2013-12-28_020754_prores_scene_006_hap.mov,8.64,29.97002997002997,720x480,38.952,0.101,dynamic,warm,"backyard, daytime, dogs, park, standing, sunset","motion, natural_light, side_by_side, warm_lighting","companionship, contentment, liveliness","fur, grass, soil","#6b4427, #291f16, #9d7a58",a dog is standing next to another dog,"Two dogs stand side by side, possibly a park or backyard setting. The dogs seem to be moving slightly, tails wagging perhaps, indicating a dynamic scene. The lighting suggests a late afternoon or sunset, casting warm hues across the fur of the dogs and the landscape."
00_0054_2013-12-28_025437_prores_scene_003,/Volumes/CORSAIR/SCENES/00_0054_2013-12-28_025437_prores_scene_003_hap.mov,30.7,29.97002997002997,720x480,29.117,45.048,active,warm,"affectionate, black_dog, close_up, dog, human, indoor, long_hair","mid-shot, soft_shadows, warm_lighting","comfort, intimacy, love","fabric, fur","#483728, #16120f, #8b7157",a woman kissing her dog | a woman holds her dog in her lap | a black dog with long hair | a woman is petting her dog in front of the camera | a close-up of the dog's face,"In the warmly lit scene, a woman displays affection towards her black, long-haired dog by kissing and petting it while cradling it in her lap. The dog, relaxed under her touch, is the focus in a close-up shot. The environment suggests indoor domesticity with soft shadows enhancing the warm, intimate atmosphere."
IMG_5158_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_5158_prores_scene_001_hap.mov,8.7,29.88,540x960,40.764,37.222,dynamic,warm,"dynamic, hand, human, warm_lighting","central_composition, outstretched_hand, warm_lighting","curiosity, engagement","skin, soft_lighting","#2f483c, #887a47, #e1c488",a person is standing in front of something | a person's hand reaching out to touch something | a person's hand is in the middle of the image,"An individual is positioned in front of an indistinct form with an outreached hand moving towards it. The hand is centrally located in the composition, giving a sense of immediacy. The motion appears dynamic, suggesting the hand is actively reaching rather than being still. The warm color mood infers a lighting scenario with hues such as oranges, reds, or yellows, providing a sense of warmth and vibrancy. The emotional tone could be perceived as curious, tentative, or engaged, depending on subtle cues in the hand's posture and movement."
IMG_8570_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_8570_prores_scene_001_hap.mov,9.81,30.0,1920x1080,3.785,0.0,still,cool,"artist, dark, event, group, image, silhouette","cool_lighting, dim_lighting, low_visibility","anticipation, engagement, mystery",shadows,"#010202, #021148, #010816",a group of people standing in the dark | a crowd of people watching an artist perform in the dark | a group of people standing in front of an image,"Silhouetted figures gather in dim light, focused on an artist's dimly lit performance, with a faint image behind them creating a backdrop."
Christmas 2000_prores_scene_018,/Volumes/CORSAIR/SCENES/Christmas 2000_prores_scene_018_hap.mov,18.82,29.97002997002997,704x480,37.269,60.999,dynamic,warm,"affection, cell_phone, furniture, human, husband, living_room, santa_hat, teddy_bear, warm_lighting","hand_placement, hat_worn, holding, indoor_lighting, seated","affection, comfort, connectivity, festivity, warm_lighting","electronic_device, fabric_couch, plush_toy, textile_hat","#1d160d, #aa854a, #f2e5b9",a woman is holding her cell phone in her hand | a woman is sitting on the couch | a woman with santa hat and teddy bear | a woman is putting her hand on her husband's shoulder | a woman is holding an object in her hand.,"The scene unfolds in a cozy, warmly lit living room where a woman is seated comfortably on the couch, engrossed in something on her cell phone, which she holds securely in her hand. She wears a festive Santa hat, adding a touch of whimsy to the environment, and beside her is a beloved teddy bear, perhaps an emblem of warmth or a gift. In a tender gesture, she extends her other arm to gently place her hand on the shoulder of her husband, expressing affection and connectivity without a word. The woman is also holding another indistinct object in her free hand."
00_0038_2013-12-28_012614_prores_scene_001,/Volumes/CORSAIR/SCENES/00_0038_2013-12-28_012614_prores_scene_001_hap.mov,32.21,29.97002997002997,720x480,28.022,27.236,active,warm,"dog, forest, group, human, ice_bridge, leash, road, snow, street, walking","background, contrast, foreground, motion, perspective, symmetry","brisk, companionship, isolation, serenity","animal_fur, ice, pavement, snow, winter_clothing","#9c8a75, #625545, #2f2b23",a woman walking her dog on ice bridge in the snowy woods | a woman walks her dog down the road with her leash | a group of people walking their dogs on leash | a woman is walking her dog down the street with her two dogs in the background,"A woman, bundled up to guard against the chill, carefully walks her dog across a frozen bridge ensconced in a snowy forest. The ice glistens underfoot as the dog trots obediently on its leash. Elsewhere, the same woman ambles down a lonely road, her dog dutifully following on leash. The scene shifts to a social tableau where multiple individuals each walk their own dog, a symphony of leashes and paws in motion. Finally, the woman is seen strolling down a street, her attentive canine companions in tow, their breath misting in the cold air."
00_0050_2013-12-28_020706_prores_scene_001,/Volumes/CORSAIR/SCENES/00_0050_2013-12-28_020706_prores_scene_001_hap.mov,5.17,29.97002997002997,720x480,19.511,65.303,active,warm,"dog, human, image, standing, street, suv, walking","pedestrians, urban_setting, vehicle, warm_lighting","comfortable, relaxed","asphalt_street, fabric_clothing, fur_animal, metallic_vehicle","#66594b, #1a1611, #383028",a man is walking down the street with his hands in his pockets | a dog walking down the street | a person is standing in front of an image | a dog is walking down the street in front of an SUV,"A man strolls casually along a city street with his hands tucked into his pockets, suggesting a relaxed demeanor. Nearby, a dog ambles independently down the sidewalk, displaying a sense of freedom. Separately, an individual stands in a stationary position, presumably contemplating or observing a displayed image, while another dog follows its own path in front of a parked SUV. The movements suggest a dynamic yet unhurried setting. The warm color mood indicates an overall feeling of comfort and perhaps the glow of a sunset or warm artificial lighting, bathing the scene in soft golden hues."
