video_id,file_path,duration,frame_rate,resolution,motion_score,motion_variance,motion_tag,mood_tag,semantic_tags,formal_tags,emotional_tags,material_tags,dominant_colors,semantic_caption,ai_description
00_0013_2013-12-28_003755_prores_scene_001,/Volumes/CORSAIR/SCENES/00_0013_2013-12-28_003755_prores_scene_001_hap.mov,7.78,29.97002997002997,720x480,44.605,2.313,dynamic,cool,"bird, branches, forest, nature, tree, wildlife","cool_lighting, organic_shapes, soft_lighting, subtle_motion","serene, tranquil","feathers, leaves, wood","#333633, #b5d4e9, #6b7b89",a bird perched on the branches of trees | a tree in the forest,"A solitary bird is perched calmly on the twisting branches of a robust tree amidst a dense forest. The scene exudes a quiet dynamism, as the bird's subtle movements sync with the gentle sway of foliage. Cool tones paint the canopy and forest floor in shades of green and blue, enhancing the serene atmosphere. Diffused light filters through the leaves, casting a soft glow that completes this tranquil vignette."
clouded_prores_scene_002,/Volumes/CORSAIR/SCENES/clouded_prores_scene_002_hap.mov,239.74,23.976023976023978,360x640,1.968,0.294,still,cool,"flying, girl, hair, kite, motion, serenity, simplicity, sky, wind","bright_colors, clear_sky, cold_hue, evening, gentle_breeze, overcast, static, undulating_wave","cool, gentle, peaceful, serene","atmosphere_wind, fabric_kite, human_hair","#6a777b, #b9aa9b, #3c525f",a kite flying in the sky | a girl with her hair blowing in the wind,"A brightly colored kite floats statically in the clear sky, tethered by an unseen string. Beneath it, a girl stands facing into a gentle breeze that sweeps her hair back from her face in a cool, undulating wave, suggesting a palpable but gentle wind. The sky is filled with a cold hue, likely implying early evening or a chilled, overcast day. There is a sense of serenity and simplicity in the scene, as the only motion comes from the wind's interaction with the kite and the girl's hair."
00_0010_2013-12-28_002935_prores_scene_005,/Volumes/CORSAIR/SCENES/00_0010_2013-12-28_002935_prores_scene_005_hap.mov,22.36,29.97002997002997,720x480,44.274,195.273,dynamic,neutral,"bare_tree, forest, leaves, trees, wind","background, foreground, middleground, motion, soft_lighting","neutral, serenity, tranquility","foliage, wood","#d0c8b4, #6f7168, #cdecf9",a group of trees with leaves blowing in the wind | a forest with trees in the background | a tree in the forest with no leaves,"A cluster of various trees stands prominently, their leaves quivering as a gentle wind sweeps through. In the middleground, a denser collection of forest trees rises, creating a textured tapestry of bark and foliage. A single leafless tree starkly interrupts the pattern, its bare branches etched against the forest backdrop. The visible motion is primarily from the rustling leaves, displaying a lively yet serene natural dance. The overall emotional tone is neutral, neither joyous nor somber, with a focus on the tranquility of nature. Ambient daylight casts a soft, even light across the scene, without the harshness of direct sunlight or the mystery of twilight."
IMG_0696,/Volumes/CORSAIR/SCENES/IMG_0696_hap.mov,30.63,29.97002997002997,1280x720,44.433,14.153,dynamic,warm,"contrast, mud, nature, snake, snow","dim_lighting, half-submerged, rippling, slithering, warm_lighting","quiet, serene, tranquil","cold_snow, organic, sticky_mud","#b3ada3, #7c776f, #423d34",a snake in the mud | a snake laying in the snow,"A snake slithers gracefully through a contrasting scene, half its body submerged in dark, rippling mud, the other half over white snow, under a warm, dimly lit ambiance."
GOPR0503_prores_scene_001,/Volumes/CORSAIR/SCENES/GOPR0503_prores_scene_001_hap.mov,83.3,23.976023976023978,3840x2160,10.176,5.842,moderate,cool,"chimney, digital, light, shadows, smoke, symbiosis, trees","ascending, diffused_light, dynamic, gentle_sway, steady_motion","cool, serene, tranquil","artificial, organic, smoke_material","#3f3f3d, #c8cacd, #7d8284",a smoke pours out of the chimney | a smoke billows out of the trees and into the air | symphony of light and shadows | symbiosis in a digital environment,"Smoke effuses from a slender chimney, ascending straight into the overcast sky. Nearby, smoke also emerges from the dense copse of trees, blending seamlessly with the hazy atmosphere above. The scenery is bathed in a soft, diffused light, producing a dynamic interplay between illumination and obscurity, as light filters through the tree canopy and casts dappled shadows on the ground. An intangible digital presence weaves through the forestscape, a subtle hint of artificiality suggesting a symbiotic relationship with the natural environment. The motion is chiefly characterized by the steady rise of smoke and the occasional gentle sway of tree branches. The overall ambiance is serene, tinged with a cool-toned tranquility."
pre-ascent-waves_scene_006,/Volumes/CORSAIR/SCENES/pre-ascent-waves_scene_006_hap.mov,28.33,29.97002997002997,1920x1080,46.867,41.415,dynamic,cool,"aerial, clouds, ocean, sea, slow_motion, waves","aerial_footage, close_up, dynamic_movement, high_angle_shot, slow_tempo","powerful, serene, suspenseful",video,"#212a2c, #adaaae, #6c6f72",a view of the ocean from above - aerial shot of waves crashing into the sea | a close up view of waves crashing into the sea - slow motion video | aerial view of the ocean with waves and clouds in the sky | aerial view of the ocean - seascape stock video footage,"Elevated ocean scene with dynamic waves crashing, slow-motion emphasis on the foam and spray, clouds spotted in the blue sky above the sea's horizon."
IMG_1850_prores_scene_001_1,/Volumes/CORSAIR/SCENES/IMG_1850_prores_scene_001_1_hap.mov,62.83,29.97002997002997,1280x720,23.849,37.94,active,cool,"aerial, hawaii, island, ocean, pacific_ocean, rocky","aerial_perspective, rugged_contours, turquoise_water, whitecaps","cool_lighting, serenity, vastness","rock, vegetation, water","#8e979d, #c3c9ce, #676e76",a view of the ocean from an airplane flying over hawaii | aerial view of a rocky island in the pacific ocean | an aerial view of the island of hawaii,"Aerial perspective of turquoise ocean with whitecaps, framing the lush, rugged contours of a Hawaiian island. Light scatters across water. Motion sensed in ocean's swell."
00_0039_2013-12-28_012720_prores_scene_002,/Volumes/CORSAIR/SCENES/00_0039_2013-12-28_012720_prores_scene_002_hap.mov,26.53,29.97002997002997,720x480,31.15,357.19,dynamic,neutral,"close_up, frog, hole, rock, tree_trunk, wildlife","close_up, cropped, natural_light",neutral,"earth_tones, organic","#222221, #bdc0c1, #646363",a close-up of an object | a frog crawls out of the hole in the rock | a frog in the hole of an old tree trunk | a frog in the crocodile | frog in a hole in the ground,"A frog is emerging from a hole within a solid, textured surface that resembles either a rock or a tree trunk. The motion of the frog is deliberate and meticulous as it navigates the tight space. The scene is imbued with a neutral color palette, primarily consisting of earth tones that camouflage the frog within its environment. The lighting is soft and natural, highlighting the gentle contours of the hole and the frog's moist skin without casting harsh shadows."
Untitled8 copy_prores_scene_003,/Volumes/CORSAIR/SCENES/Untitled8 copy_prores_scene_003_hap.mov,4.3,29.97002997002997,704x480,60.713,0.0,dynamic,cool,"clouds, forest, sky, trees","blurred, monochrome, photography","coolness, serenity, tranquility","light_conditions, natural_elements","#ccd9eb, #4c4e53, #7e8698",a blurred image of trees in the forest | a black and white image of clouds in the sky,"Forested area, trees blend into a soft blur, motions suggest a slight sway. Above, clouds in grayscale drift placidly, implying serene movement in the sky."
00_0036_2013-12-28_012125_prores_scene_003,/Volumes/CORSAIR/SCENES/00_0036_2013-12-28_012125_prores_scene_003_hap.mov,4.0,29.97002997002997,720x480,62.399,0.0,dynamic,warm,"autumn, close_up, ground, leaves, nature, seasonal_transition, snow","contrast_high, focus_sharp, lighting_warm, texture_varied","cozy, tranquil, warm_lighting","foliage, organic_matter, snow","#f3ebe5, #645850, #a79286",a close up of leaves and snow on the ground | a close up view of leaves on the ground,"A close up of a variety of leaves scattered across the ground, interspersed with speckles of freshly fallen snow, creating a tapestry of autumnal hues contrasted by the bright white of the snow. The dynamic aspect of the scene suggests movement such as leaves trembling or snowflakes gently falling. The overall color mood of the scene exudes warmth, perhaps illuminated by the soft, golden light of a setting or rising sun that casts a cozy glow over the leaves and snow, emphasizing the rich reds, oranges, and yellows of the foliage."
GOPR0246_prores_scene_003,/Volumes/CORSAIR/SCENES/GOPR0246_prores_scene_003_hap.mov,5.17,47.95,1920x1080,2.436,0.329,still,cool,"ambient_sound, cool_lighting, low_light, shadows, texture, water_droplets","color_accent, low_key_lighting, minimalist_composition, soft_lighting, static","cool, eerie, static, tense","cool_lighting, shadows, water","#050209, #080b3d, #0d2687",a dark room with blue lights in the background | a dark room with blue lights and dripping water,"The scene depicts an unlit chamber illuminated by an eerie blue glow emanating from an unspecified source in the background. Water droplets can be heard rhythmically splashing, producing a steady, ambient noise that resonates within the confines of the room. The shadows dominate the space, with the blue lighting casting subtle contours on surfaces, hinting at the texture of the walls and any objects present. The overall lack of movement creates a static, yet tense atmosphere."
00_0011_2013-12-28_003410_prores_scene_003,/Volumes/CORSAIR/SCENES/00_0011_2013-12-28_003410_prores_scene_003_hap.mov,4.67,29.97002997002997,720x480,65.306,0.0,dynamic,warm,"cliff, creek, forest, ice, river, snow, stream, trail, warm_lighting, winter","high_angle, long_shot, low_angle, natural_light, perspective_close","contrast, gentle, peaceful, serenity, tranquility, warm_lighting","branches, ice, rocks, snow, water, wood","#7c7f78, #e7e5ca, #3b4341",view of a stream flowing through wooded forest | a view of the creek from the trail | view of a river or stream in winter with snow and ice | view of a stream in the woods with snow on the ground | view from the top of a cliff overlooking the river,"A gentle stream meanders through a densely wooded forest, the water's surface is disturbed by the flow over rocks and fallen branches, creating a sense of serene movement. The view from the trail brings a closer perspective of the creek, highlighting the sound and motion of the flowing water. In a seasonal shift, the river or stream appears in the cold embrace of winter, adorned with edges of snow and ice formations that contrast with the dark, flowing water. The woods host a stream where the snow lies thick on the ground, the white blanket interrupted by the dark, sinuous line of the stream cutting through. From atop a cliff, the river unfolds in panoramic expanse below, its course a testament to the relentless flow that has shaped the surrounding landscape. Despite the chilly surroundings, warm light filters through, possibly from a low winter sun, softening the scene and casting a tranquil glow that contrasts with the chilled atmosphere."
00_0025_2013-12-28_005957_prores_scene_001,/Volumes/CORSAIR/SCENES/00_0025_2013-12-28_005957_prores_scene_001_hap.mov,17.05,29.97002997002997,720x480,23.082,2.335,active,cool,"cascade, close_up, flow, ground, ice, motion, object, water, waterfall","close_up, crystalline, dynamic, serene_rush, sharp_definition, soft_diffusion, soft_lighting, streaming","cool, energetic, forceful, peaceful, pure","ice, water","#1a1919, #505a63, #343a3e",a close up of ice on the ground | a close up of an object | a close up of the water flowing down the waterfall | water flowing down a waterfall stock video footage,"A close-up shows crystalline ice formations scattered across the ground, with each formation sharply defined and glinting. Another close-up reveals an unspecified object with intricate details filling the frame. A close-up of a segment of a waterfall captures water in powerful, dynamic motion, streaming down with force and energy. In the wider shot, water cascades down the waterfall's entire height, creating a continuous, serene rush that constitutes the predominant motion quality of the scene. The color tone is cool, with blues and whites from the water and ice emphasized by the ambient lighting, which is soft and diffuses evenly across each element in the frame."
20110901_0595_prores_scene_011,/Volumes/CORSAIR/SCENES/20110901_0595_prores_scene_011_hap.mov,12.05,23.976023976023978,1920x1080,13.211,11.759,moderate,cool,"clouds, desert, landscape, mountains, sky, trees","blue, blurred, diffuse_lighting, moderate_perceptual_motion, monochrome","calm, refreshing, static, tranquil",natural,"#151414, #526895, #2d4671",a desert landscape with mountains and trees in the distance | a blurred image of mountains and clouds | a blue sky with clouds | a desert landscape with mountains and clouds in the sky | a black and white image of clouds in the sky,"A calm desert landscape extends towards distant mountains under a vast sky filled with scattered clouds. The mountains' edges are softened by a slight blur. Above, the blue sky is adorned with clouds, some casting shadows over the desert below. In another section, the mountains merge with the clouds, mirroring their shapes in the sky. A separate part of the image presents a monochromatic view of the sky where the clouds are rendered in varying shades of gray. The scene carries a sense of stillness with only moderate perceptual motion, perhaps from drifting clouds or a gentle breeze. The cool color mood results from the blue tones and the presence of clouds, suggesting a tranquil and refreshing atmosphere. The lighting is natural and diffuse due to the cloud cover, offering an even illumination across the landscape."
2014-11-08 16.34.48_prores_scene_001,/Volumes/CORSAIR/SCENES/2014-11-08 16.34.48_prores_scene_001_hap.mov,13.8,120.0,720x1280,5.412,1.723,moderate,warm,"horizon, natural_light, reflection, ripples, sea, sunset, water_surface, waves","ambient_illumination, color_gradient, horizontal_division, natural_light, skyline","calm, peaceful, serene, tranquil, warm_lighting","light, water","#766a59, #232322, #d5bc93",a sun setting over the water | a sunrise or sunset over the sea,"The horizon cuts a defined line across the frame, separating the sea from the blazing hues of the sky as the sun descends. Gentle ripples disturb the water surface, reflecting the fading sunlight which brings vibrant orange, red, and pink tones to the scene. The calm movement of the waves implies a tranquil atmosphere. The lighting transitions from bright at the horizon where the sun meets the water, to a softer and subdued glow as it stretches upwards into the sky."
IMG_3006_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_3006_prores_scene_001_hap.mov,4.9,30.0,2160x3840,32.646,0.0,dynamic,cool,"amusement_park, apartment_building, cool_color_palette, natural_light, reflections, river, walt_disney_resort","architecture, contrast, dynamic, flow, landscape, reflections, tranquil","cool, refreshing, serene","concrete, foliage, glass, steel, water","#88b3e0, #363b3b, #787d70",a view of the river in front of walt disney resort | a view of the river in front of an apartment building | a view of the river in front of an amusement park | a river flows through the middle of the image,"A tranquil yet dynamic river bisects the scene, flanked on one side by the grandeur of the Walt Disney Resort with its fairytale-like architecture, and on the other by a modern apartment building with a more functional and residential design. Further along, the river frontage is occupied by an amusement park that bristles with the silhouettes of roller coasters and festive structures. The water catches reflections and the light plays across its surface, suggesting the flow and constant movement of the river. The overall color palette consists of cool tones, imparting a serene and somewhat refreshing emotional quality to the scene, while the lighting is natural and diffused, indicative of either an overcast day or a time when the sun is veiled by clouds."
MVI_0667_prores_scene_001,/Volumes/CORSAIR/SCENES/MVI_0667_prores_scene_001_hap.mov,14.91,29.97002997002997,1280x720,17.322,5.685,active,cool,"aerial, california, cyprus, ice, korea, lake, mountains, salt_flats, snow","aerial, cool_lighting, daytime, landscape, natural_light, winter","isolated, serene, stark","ice, rock, salt, snow, water","#6f7e8c, #cbd6db, #272b2c",a lake with ice and snow in the background | a view of the salt flats in california | aerial view of the salt flats in cyprus | a lake in the snowy mountains of korea,"Frosty lake with distant snowy peaks, adjacent salt flats under harsh sunlight, aerial salt marshes with textured patterns, serene Korean mountain lake amidst winter."
MOV_3920.MOV_prores_scene_001,/Volumes/CORSAIR/SCENES/MOV_3920.MOV_prores_scene_001_hap.mov,10.95,29.97002997002997,1280x720,32.28,16.709,dynamic,cool,"bald_eagle, crocodile, lily_pads, pond, water","cool_lighting, gliding, natural_light, outdoor, swooping","alert, tense, vigilant","feathers, foliage, liquid, scales","#7b7b76, #ccced3, #3c3c39",a bald eagle swoops in the water | a pond with lily pads in the background | a crocodile swims in the water,"A bald eagle descends with outstretched claws toward a pond with lily pads, while a crocodile's silhouette glides through the cool-hued water."
MVI_0420_prores_scene_001,/Volumes/CORSAIR/SCENES/MVI_0420_prores_scene_001_hap.mov,10.99,29.97002997002997,1280x720,13.813,19.707,moderate,cool,"lake, landscape, mountains, nature, taiwan, train_window, travel, water","background, depth, foreground, perspective, reflection, transparency, viewpoint","coolness, serenity, tranquility","glass, metal, stone, water","#4b7cb3, #86b3d8, #395562","a lake or lake with mountains in the background | a view of the lake from the train window | taiwanese - stock photos, images, pictures, clipart and vectors","Tranquil lake with distant mountains, viewed through a train window in Taiwan. The moderate perceptual motion of passing scenery, cool color mood with soft lighting."
DUDEBROS_prores_scene_003,/Volumes/CORSAIR/SCENES/DUDEBROS_prores_scene_003_hap.mov,5.77,29.97002997002997,488x360,8.307,0.354,moderate,cool,"dusk, location, map, san_francisco_bay, trail","cool_lighting, dim_lighting, evening_shadows, pathway","calmness, serenity, tranquility","natural_terrain, paper_map, soft_lighting","#030402, #272722, #8f8b9f",a map showing the location of the foodman's trail | san francisco bay trail at dusk,"A map highlighting the pathway known as Foodman's Trail, intertwined within the larger network of the San Francisco Bay Trail, is visible. The time is evening, and the natural light is dimming, casting long shadows and infusing the surroundings with a deep, cool-toned hue. The trail meanders through varied terrain, hinting at occasional movement from distant cyclists or pedestrians. The environment is relatively still, with the moderate motion coming from the limited activity on the trail. The overall atmosphere is serene and tranquil as the day transitions into night."
MVI_0561_prores_scene_001,/Volumes/CORSAIR/SCENES/MVI_0561_prores_scene_001_hap.mov,21.4,29.97002997002997,1280x720,5.795,2.91,moderate,cool,"eruption, geyser, nature, park, yellowstone","sky, steam, vertical_motion, water","cool, majestic, serene","air, rock, soil, water_vapor","#3c3e39, #dbe0e1, #8b8c83",a geyser in the park of yellowstone national park,"Geyser erupts, water and steam jetting moderately into air. Cool color tones with diffuse daylight. Sparse vegetation around."
00_0033_2013-12-28_011537_prores_scene_001,/Volumes/CORSAIR/SCENES/00_0033_2013-12-28_011537_prores_scene_001_hap.mov,37.14,29.97002997002997,720x480,38.487,64.96,dynamic,warm,"forest, nature, rocks, stream, water, waterfall","dynamic, natural_light, organic_shapes, water_movement","refreshing, serene, vibrant","moss, rock, vegetation, water","#736f70, #bdbfc6, #3a3530",a stream of water pours down from the top of the waterfall | a stream of water flowing over rocks | water falls from a waterfall in the forest,"A graceful cascade of-clear water gushes from the crest of a lush waterfall, tumbling over various moss-covered rocks, creating a vibrant dance of frothy white against the vivid greenery of the surrounding forest."
00_0022_2013-12-28_005447_prores_scene_002,/Volumes/CORSAIR/SCENES/00_0022_2013-12-28_005447_prores_scene_002_hap.mov,48.95,29.97002997002997,720x480,33.918,200.913,dynamic,cool,"bird, close_up, flowing_water, ice, icicles, monochrome, waterfall, winter","contrast, detail, dynamic, frozen, sparkling, texture","cool, endurance, serene","feathers, ice, water","#575c5e, #bcd2e3, #8899a9",a close-up of icicles and ice crystals - stock video footage | a close-up of the water flowing down the wall | a bird perched on the edge of an icy waterfall | a black and white image of an object in the foreground | a close-up of an object in the foreground,"A series of detailed close-up shots showcasing the intricate beauty of winter. One segment captures the glistening icicles and delicate ice crystals, possibly hanging from a frosted surface, catching any available light and sparkling. The next segment transitions to show water gently cascading down a frozen surface, where the flow of the water contrasts with the still ice. An attentive bird is then seen perched precariously at the edge of an icy waterfall, contributing a sense of life and endurance within the frozen landscape. The footage may include a black and white shot, giving emphasis to the textures and form of an unspecified object in the foreground while stripping away the distractions of color. The final clip focuses on a clear, concise close-up of an object, displaying its detail with sharp precision. The overall scene is dynamic, with the fluid motion of water, the subtle sway of the bird, and perhaps the occasional drip from melting icicles."
MVI_0577_prores_scene_001,/Volumes/CORSAIR/SCENES/MVI_0577_prores_scene_001_hap.mov,8.9,29.97002997002997,1280x720,17.162,17.443,active,cool,"caldera, eruption, geyser, lava, volcano","active_movement, dynamic, volcanic_activity","awe, daunting, intense","ash, molten_rock, smoke","#939596, #5f6568, #babcbc",lava erupts from a volcano stock video footage | lava erupting from a volcanic crater | geyser erupting from a crater in the caldera,"A vivid scene captures lava bursting energetically from a volcano, with bright, molten streams contrasted against the dim, cooler surroundings."
