movement,time_start,video_id,path,layer,duration,loop,uuid,semantic_tags,mood_tag,motion_tag,motion_variance,dominant_colors,emotional_tags,formal_tags,material_tags,ai_description
orientation,5.0,0018TV_prores_scene_001,/Volumes/CORSAIR/SCENES/0018TV_prores_scene_001_hap.mov,0,0.5,False,d1faed88-d4bd-4f15-be61-3f3bc863290a,"['grassy_field', 'ground', 'helicopter', 'hover', 'sky']",neutral,moderate,8.896,"['#818745', '#fafdfd', '#13190f']",['neutral'],"['mid-air', 'natural_light', 'rotor_blades', 'steady_motion']",['aircraft_aluminum'],"A helicopter hovers mid-air over a vast grassy expanse, the rotor blades spinning at a steady pace, causing the surrounding grass to sway gently. The daylight illuminates the scene evenly, resulting in a visible but non-intrusive presence of the flying machine."
orientation,5.5,00_0012_2013-12-28_003619_prores_scene_001,/Volumes/CORSAIR/SCENES/00_0012_2013-12-28_003619_prores_scene_001_hap.mov,0,0.5,False,d1496457-b67d-48b1-8111-c44ec04d0114,"['bird', 'branch', 'motion', 'nature', 'perched', 'tree']",cool,active,21.577,"['#576879', '#42515e', '#232a2d']","['calmness', 'serenity', 'tranquility']","['cool_lighting', 'dappled_light', 'feathers', 'organic_shapes', 'shadows']","['leaves', 'natural_light', 'plumage', 'wood']","A single bird with sleek plumage is perched gracefully on a slender tree branch. The bird occasionally shifts its weight or ruffles its feathers, contributing a sense of life and activity in the scene. The color palette favors cooler shades, suggesting a calm, serene atmosphere. Dappled light filters through the foliage, casting subtle shadows and contributing to the tranquil quality of the scene."
orientation,6.0,00_0010_2013-12-28_002935_prores_scene_006,/Volumes/CORSAIR/SCENES/00_0010_2013-12-28_002935_prores_scene_006_hap.mov,0,0.5,False,b9b63cb5-29fe-4acb-8d8a-40a747b12efc,"['bare_branches', 'forest', 'leaves', 'natural_light', 'trees', 'woods']",neutral,dynamic,436.184,"['#858886', '#f3f6f6', '#414741']","['calming', 'peaceful', 'serene']","['arboreal', 'luminous', 'natural_light', 'shadow_play', 'sylvan']","['bark', 'foliage', 'light', 'wood']","A serene forest setting where sunlight filters through the dense canopy of trees. In the woods, a distinct tree stands with its bare branches amidst others with leaves. The light dapples the forest floor, creating a dance of light and shadow. The emotional tone is peaceful and calming. The sunlight provides natural illumination, casting subtle hues across the scene."
orientation,6.5,"File May 13, 1 52 56 PM_prores_scene_001","/Volumes/CORSAIR/SCENES/File May 13, 1 52 56 PM_prores_scene_001_hap.mov",0,0.5,False,cfba4e76-046d-43e8-9664-a0bb73bcc7a4,"['airplane', 'alphabetic_characters', 'black_screen', 'blue_lights', 'digital_clock', 'space']",warm,active,0.0,"['#0b0d0f', '#faf9ee', '#201e1b']","['mysterious', 'nostalgic', 'technological']","['blue_illumination', 'digital', 'monochrome', 'photograph']","['digital', 'light', 'photographic']","The scene presents a black screen illuminated by blue lights, creating a sense of depth and possibly hinting at technological ambience. In the forefront, there's a digital clock displaying the word 'b5', which could be interpreted as an error message or a code. Adjacent to this, there's a black and white photograph of an airplane captured mid-flight against the sky, evoking a feel of retro aviation. Additionally, there is a black and white image of an unspecified object in space, adding a touch of cosmic mystery. At the bottom, the letters 'b', 'c', and 'd' are shown in sequence, perhaps as identifiers or part of a series. The perceptual motion in the scene is active, suggesting an ongoing operation or sequence despite the still images. The warm color mood contrasts with the dominant black and white visuals, potentially signifying underlying energy or activity."
orientation,7.0,IMG_1876_prores_scene_003,/Volumes/CORSAIR/SCENES/IMG_1876_prores_scene_003_hap.mov,0,0.5,False,f633dea4-c60d-47b2-9aeb-da41bcd25b6a,"['abstract', 'blur', 'monochrome', 'patriotic', 'rug']",warm,dynamic,1.769,"['#d8cec9', '#2f292e', '#8d7f75']","['cozy', 'inviting']","['blue', 'dynamic', 'red', 'warm_tone', 'white']","['fabric', 'photo_paper']","The floor is adorned with a rug featuring a patriotic red, white, and blue pattern. In the background, there is an object whose details are obscured by blurring, making it indistinguishable. A wall in the scene holds a framed black and white image which offers an abstract representation of some subject. The room's ambiance is characterized by dynamic movements, possibly from passing shadows or light reflections, giving the sense of ongoing activity. The color mood of the space is warm, suggesting the presence of lighting that casts a cozy and inviting glow, possibly with a golden hue."
orientation,7.5,IMG_8295_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_8295_prores_scene_001_hap.mov,0,0.5,False,b0ff399c-3c70-427d-a13f-7ae7c5100795,"['empty_room', 'karaoke', 'nighttime', 'roller_skates', 'skateboards']",warm,dynamic,11.408,"['#beb3ad', '#251813', '#7d594b']","['energetic', 'joyful', 'warm_lighting']","['contrasting_activities', 'dynamic', 'soft_lighting']","['concrete', 'plastic', 'textiles']","A dynamic mix of individuals on roller skates and skateboards gliding under warm, ambient lighting. In an empty room, a duo engages in karaoke, laughter echoing, as skateboarders outside carve into the night."
orientation,8.0,IMG_2290_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_2290_prores_scene_001_hap.mov,0,0.5,False,4840e6f6-5379-40d7-b8d4-23e4c736307d,"['anticipation', 'group', 'illumination', 'stage', 'warm_lighting']",warm,still,0.0,"['#292217', '#957471', '#50403d']","['anticipation', 'focus', 'warm_lighting']","['contrast', 'empty_stage', 'platform', 'static']",['lighting'],"A group of individuals stands together on a platform with their focus directed towards an empty stage bathed in warm, inviting light. The stage itself is alight, creating a stark contrast against the still, awaiting crowd. The people are stationary, suggesting a moment of pause or anticipation."
orientation,8.5,20221009_211730_prores_scene_001,/Volumes/CORSAIR/SCENES/20221009_211730_prores_scene_001_hap.mov,0,0.5,False,f83b26d4-a000-4423-9138-7423ea4d1a4f,"['event', 'group', 'human', 'husband', 'image', 'interior']",cool,active,0.0,"['#563fdf', '#180f25', '#785987']","['energetic', 'joyful', 'vibrant']","['active_movement', 'central_focus', 'cool_lighting']","['bluish_light', 'soft_lighting']","A woman is energetically dancing on the dance floor, illuminated with cool, bluish lights that create an invigorating ambiance. She is accompanied by her husband, with both of them being the center of attention amidst the pulsating rhythm. Nearby, a group of people stands observing; they are gathered close to each other in front of a visual display, likely part of the event's setting."
orientation,9.0,2014-11-08 16.35.00_prores_scene_001,/Volumes/CORSAIR/SCENES/2014-11-08 16.35.00_prores_scene_001_hap.mov,0,0.5,False,6e1c22c3-023d-401a-a475-c23f2a445f28,"['human', 'reflection', 'sea', 'shore', 'sunset']",warm,dynamic,0.0,"['#e5dec4', '#948f81', '#2f3032']","['contemplation', 'serenity', 'warm_lighting']","['horizontal_lines', 'natural_light', 'silhouette', 'tranquil']","['clouds', 'sand', 'sky', 'water']","A solitary figure stands at the edge of a tranquil shore. His gaze is fixed on the horizon where the setting sun meets the sea, casting a spectrum of warm hues across the sky and water. The surface is gently disturbed by the ebb and flow of the waves, reflecting the sun's final dance as it dips below the horizon. Sand stretches out on both sides, forming a natural corridor between earth and water, while the slowly changing clouds above weave a canvas of soft, shifting patterns."
orientation,9.5,2015-08-18 17.00.08_prores_scene_001,/Volumes/CORSAIR/SCENES/2015-08-18 17.00.08_prores_scene_001_hap.mov,0,0.5,False,41b41e59-c083-447d-ae18-64bfa4a3919b,"['corridor', 'light', 'room', 'shadows', 'warm_lighting', 'window']",warm,moderate,92.564,"['#070301', '#5e3f29', '#dcb996']","['cozy', 'gentle', 'mysterious', 'subtle']","['ambiance', 'beam', 'contrast', 'glow', 'shift', 'texture']","['floor', 'wall']","A dimly lit corridor bathed in pockets of light and heavy shadows that oscillate gently, giving the space a subtly shifting ambiance. The light casts a warm glow, highlighting textures on the walls and floor. In a darkened room, beams of light stream through the window, creating a striking contrast against the pervasive darkness, invoking a cozy yet mysterious atmosphere. The interplay of light and shadow moves moderately across both spaces."
orientation,10.0,Jay as Crack-Bot_prores_scene_004,/Volumes/CORSAIR/SCENES/Jay as Crack-Bot_prores_scene_004_hap.mov,0,8.0,False,e3f5be43-7c9b-4e1e-baf7-d8bf506b1b27,"['human', 'low_light', 'robot', 'silhouette', 'teddy_bear', 'umbrella']",cool,active,129.177,"['#16151a', '#494854', '#c6c3d2']","['eerie', 'mysterious']","['contrast', 'low_light', 'monochrome']","['fabric', 'metal', 'plush']","In a dimly-lit scene, a robot stands still with illuminated eyes, a man grips an umbrella, an indistinct monochrome object is partially visible, a teddy bear appears faintly, and a silhouette faces an image. Subtle movements suggest life amidst stillness."
orientation,10.0,IMG_8677,/Volumes/CORSAIR/SCENES/IMG_8677_hap.mov,1,8.0,False,81fcf4af-e813-48c3-87fb-6ed55b24f451,"['album_cover', 'cd_cover', 'finger', 'hand', 'keyboard', 'paper_plate', 'photograph', 'printed_words', 'record_player', 'vinyl_record']",warm,moderate,55.433,"['#c1bbb8', '#5b3f2f', '#b09079']","['intimate', 'nostalgia', 'warm_mood']","['centered', 'close_up', 'motion', 'still_objects', 'top']","['paper', 'plastic', 'vinyl']","A record player on an album cover, a man's finger near keyboard keys, a paper plate with words, a central object's photo, a hand centered, CD cover for a vinyl."
orientation,10.0,0291Q7_prores_scene_001,/Volumes/CORSAIR/SCENES/0291Q7_prores_scene_001_hap.mov,2,8.0,False,88d74413-ef0a-4c90-9dad-170621248263,"['aerial', 'airplane', 'fireworks', 'monochrome', 'sky', 'warm_tone']",warm,still,0.001,"['#000000', '#5c2e10', '#080000']","['quiet', 'reflective', 'serene']","['contrast', 'expansion_pattern', 'highlight', 'silhouette', 'static']","['ink', 'paper']","The scene presents two elements against the sky: a plane in flight and the explosive patterns of fireworks. In this black and white portrayal, the details of the plane and the fireworks are accentuated by the contrasting tones. The plane is caught in a moment of stationary elegance, seemingly hovering, while the fireworks are captured in an instant of expansion, their trails and bursts frozen in time. The light from the plane and the fireworks softly highlights the upper atmosphere, lending a warm tonality to the otherwise monochromatic view."
orientation,18.0,Concert Band 1998_prores_scene_004,/Volumes/CORSAIR/SCENES/Concert Band 1998_prores_scene_004_hap.mov,0,0.5,False,f74f361e-8f06-4651-81fa-c8a5d136b6fd,"['choir', 'event', 'group', 'orchestra', 'singing', 'stage']",warm,active,0.0,"['#15120e', '#6b4837', '#b86c52']","['harmonious', 'inviting', 'vibrant', 'warm_lighting']","['alignment', 'color', 'lighting', 'movement', 'music']","['fabric', 'instruments', 'metal', 'robes', 'wood']","A vibrant group of vocalists dressed in crimson robes stands aligned on a structured stage. Behind them, a formal orchestra fills the platform, with musicians poised with their instruments. The choir is engaged in a synchronized song, their mouths open in unison, and their bodies slightly swaying to the rhythm of the music. The audience remains in the shadowy foreground, a sea of attentive faces reflecting the stage's warmth. The lighting washes over the performers with a cozy, amber glow, enhancing the warmth of their robes and creating an inviting atmosphere. The performers and the orchestra are in constant, purposeful motion, yet the scene is contained, each movement contributing to the harmony of the performance."
orientation,18.5,20190922_000506_prores_scene_001,/Volumes/CORSAIR/SCENES/20190922_000506_prores_scene_001_hap.mov,0,0.5,False,4233aa7d-0732-46db-a7b2-fec78f25ba92,"['dancing', 'event', 'group', 'illumination', 'monochrome', 'nightclub', 'stage']",cool,still,2.704,"['#070408', '#251433', '#73458f']","['cool', 'dynamic', 'euphoric', 'static', 'timeless']","['contrast', 'lighting', 'monochrome', 'shadows', 'silhouettes']","['hard_shadows', 'soft_lighting']","An assembly of individuals occupies a stage, subtly contrasted by the glow of stage lights. Monochromatic tones suggest a timeless feel, as the group is caught either in static postures or mid-dance. The stark lighting envelops the scene, carving shapes and shadows to define the space around the figures. The illumination hints at a cool ambiance, with brighter spots focusing on the stage, while other areas fade into the obscurity of a nightclub setting."
orientation,19.0,IMG_4595_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_4595_prores_scene_001_hap.mov,0,0.5,False,34e3f546-486b-4981-923f-4458de5e6e8b,"['color_warm', 'empty_wall', 'foreground', 'group', 'motion_dynamic', 'tree']",warm,dynamic,102.212,"['#463420', '#efddb9', '#a88b65']","['engagement', 'gentle', 'subtle', 'welcoming']","['composition', 'soft_lighting', 'three_people', 'warm_lighting', 'white_wall']","['leaves', 'wall']","A warm-hued scene with three individuals positioned before a stark white wall, their gestures and stances reflecting subtle but active engagement with each other or the space, suggesting dynamic interpersonal communication. A tree prominently situated in the image's foreground adds depth, its leaves potentially stirring in response to a gentle breeze, enhancing the sense of motion. The overall lighting casts a soft, welcoming glow on the scene, highlighting warm tones throughout."
orientation,19.5,IMG_5949_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_5949_prores_scene_001_hap.mov,0,0.5,False,ae7552b0-759d-407b-8ce8-e511a136edc7,"['motion', 'sydney', 'tracks', 'train', 'travel', 'tunnel']",warm,active,7.27,"['#dacca5', '#574f3d', '#8c7e60']","['progression', 'vitality', 'warm_lighting']","['convergence', 'dynamic', 'linear', 'perspective']","['concrete', 'glass', 'steel']","A train moves along tracks, its form cutting through a tunnel then emerging in Sydney's warm light."
orientation,20.0,IMG_2294_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_2294_prores_scene_001_hap.mov,0,0.5,False,0f4155ee-25dc-4ce8-bf96-3bb0341e8bde,"['dancers', 'group', 'projection_screen', 'silhouette', 'spotlight', 'stage']",warm,moderate,1.543,"['#9f9291', '#1f1b18', '#574a44']","['cozy', 'elegance', 'fluidity', 'inviting', 'radiance']","['motion', 'shadow_play', 'silhouettes', 'soft_lighting', 'warm_lighting']","['cloth', 'light', 'projection', 'skin']","A group of dancers is positioned on a stage, with the focus on their elegantly poised figures. Light emanates from a screen or spotlight behind them, throwing a warm glow that envelops the dancers and infuses the scene with a soft, radiant quality. Shadows may dance across the space, sculpted by the interplay of light and the dancers' movements. The dancers are engaged in moderate perceptual motion, indicating a sense of rhythmic fluidity without overly intense or abrupt actions. The ambient lighting, with its warm hues, suggests a cozy and inviting atmosphere, allowing for the silhouettes of the dancers to stand out against the backdrop."
orientation,20.5,IMG_1582_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_1582_prores_scene_001_hap.mov,0,0.5,False,b9802b5c-124f-4e4b-96ab-8d81cf405b08,"['bearded_man', 'camera', 'glasses', 'kitchen', 'smiling']",warm,moderate,0.0,"['#3e332d', '#fbf8ef', '#b48b71']","['cozy', 'friendly']","['interior', 'minimalistic', 'warm_lighting']","['glass_material', 'kitchen_appliances', 'kitchenware']","A bearded man with glasses is smiling at the camera, positioned within a minimalistic and empty kitchen setting. The scene is suffused with a warm light, creating a cozy atmosphere. The man exhibits moderate movement, possibly indicating a friendly gesture or natural shifting in place."
orientation,21.0,GP070496_prores_scene_001,/Volumes/CORSAIR/SCENES/GP070496_prores_scene_001_hap.mov,0,0.5,False,fd8f99dd-b5db-41f5-befc-bb8ef8d647fe,"['architecture', 'group', 'nature', 'rural', 'urban']",warm,still,6.861,"['#98875b', '#545344', '#aebdc9']","['calm', 'serene', 'warm_lighting']","['brick_building', 'buildings', 'cityscape', 'field', 'grass', 'group', 'human', 'street', 'trees']","['brick', 'concrete', 'fabric', 'foliage', 'grass']","The scene unfolds across various locations. A pastoral field with lush trees and grass stretches out under a clear sky. A man dressed in yellow trousers and a matching hat is spotted strolling down an urban street. Elsewhere, a lone person is immersed in a similar field, with trees dotting the landscape. The cityscape reveals itself with towering structures receding behind a veil of green foliage. A small assembly of individuals is gathered, their attention directed toward a visual display. A woman, positioned on a lawn, is framed by an antiquated brick edifice."
orientation,21.5,0004YZ_prores_scene_001,/Volumes/CORSAIR/SCENES/0004YZ_prores_scene_001_hap.mov,0,0.5,False,8f241825-aed0-4d1d-9824-6fa55d125dc3,"['calm', 'caution', 'contrast', 'energy', 'glow', 'lighting', 'low_light', 'movement', 'silhouette', 'static', 'warm_lighting']",warm,active,94.134,"['#413820', '#8d7d55', '#080301']","['daring', 'gentle_radiance', 'relaxed', 'steady', 'subdued', 'thrill']","['hallway', 'image', 'shadow', 'skateboarding', 'stairs', 'standing', 'warm_lighting']","['dark', 'light', 'shadowy', 'silhouetted']","In the subdued glow of warm lighting, a person's silhouette descends cautiously, step by step, down a shadowy staircase. Another individual, just visible in a softly lit hallway, walks with a steady pace, radiating a calm ambiance. Meanwhile, in stark contrast, a daring man dynamically skateboards down a flight of stairs, his motion exuding energy and a sense of thrill. Separately, a man stands still, his posture relaxed yet attentive, in front of an illuminated image that casts a gentle radiance around him."
orientation,22.0,2015-11-15 17.12.49_prores_scene_001,/Volumes/CORSAIR/SCENES/2015-11-15 17.12.49_prores_scene_001_hap.mov,0,0.5,False,81bca8fa-ffee-4e21-b38a-4a2d4654fe2e,"['baby', 'calmness', 'cradle', 'crib', 'serene', 'sleeping']",warm,active,7.486,"['#cdbb99', '#9c7246', '#4f321f']","['peaceful', 'secure', 'tranquil', 'warm_lighting']","['center_focus', 'gentle_motion', 'soft_lighting', 'stationary_objects', 'warm_lighting']","['fabric', 'soft_textures', 'wood']","A gentle glow fills a softly decorated room where a baby lies peacefully asleep in the center, cradled by a stationary crib. The light casts a warm hue over the scene, accentuating the calmness. The crib’s stillness contrasts with the subtle, active motion of a mobile slowly turning above, or perhaps the occasional soft breaths of the baby adding a dynamic element. The ambiance is serene, fostering a sense of security and tranquility."
orientation,22.5,DSCF2974_prores_scene_004,/Volumes/CORSAIR/SCENES/DSCF2974_prores_scene_004_hap.mov,0,0.5,False,0c2d4c00-5399-48a8-8bed-8ee7bfc9903a,"['blond_hair', 'brown_eyes', 'human', 'mirror', 'phone', 'reflection']",warm,active,14.006,"['#d9cab1', '#2a1116', '#8c745e']","['engagement', 'focus', 'warm_lighting']","['direct_attention', 'interior', 'reflection_in_mirror', 'warm_lighting']","['mirror', 'smartphone']","A blond-haired, brown-eyed man stands in a cozy, warmly lit room. In his right hand, he holds a smartphone, intently focused on the screen. Simultaneously, his left side is angled towards a mirror on the wall where his reflection reveals a secondary perspective of his engagement with the device. The lighting casts a soft glow, enhancing the warm hues of the man's surroundings and reflecting on his focused expression."
orientation,23.0,2014-08-24 23.51.17_prores_scene_001,/Volumes/CORSAIR/SCENES/2014-08-24 23.51.17_prores_scene_001_hap.mov,0,0.5,False,3cfc4220-cbba-4d67-b991-622949c03f54,"['illumination', 'projection', 'room', 'screen', 'shadow', 'silhouette']",cool,still,1.404,"['#020209', '#12119d', '#475258']","['calm', 'introspection', 'isolation', 'static']","['contrast', 'cool_lighting', 'low_light', 'minimalism', 'silhouette', 'simplicity']","['light', 'shadow', 'wall']","A solitary figure stands motionless in a dimly lit space, silhouetted against the glow of a large screen. The person's outline is sharply cast upon an adjacent wall within a room that appears otherwise empty. The cool color of the light emanating from the screen suggests a digital blue or white, contributing to an atmosphere that is both stark and tranquil."
orientation,23.5,00254K_prores_scene_003,/Volumes/CORSAIR/SCENES/00254K_prores_scene_003_hap.mov,0,0.5,False,13b541c0-bc1f-4688-a161-aa07ab02831d,"['airplane', 'blond_hair', 'brown_eyes', 'grassy_field', 'human', 'outdoors', 'sky']",neutral,dynamic,289.391,"['#c7e0f1', '#0d0c04', '#616a20']",['neutral_mood'],"['foreground', 'mid-flight', 'natural_light', 'neutral_colors', 'soft_lighting']","['aircraft_aluminum', 'fabric_clothes', 'grass', 'human']","A blond-haired, brown-eyed man stands in a vast grassy field, with his figure occupying the immediate foreground. Behind him, an airplane is captured in mid-flight across the blue sky. The moment feels dynamic as it suggests movement through the fields and the aircraft soaring above. The lighting appears natural and diffused, suggesting either an overcast sky or a setting where the sunlight is not too harsh, giving the scene a neutral color mood without stark shadows or high contrasts."
orientation,24.0,Haunted Smoke Full 2004 Kitchen Distribution_prores_scene_006,/Volumes/CORSAIR/SCENES/Haunted Smoke Full 2004 Kitchen Distribution_prores_scene_006_hap.mov,0,0.5,False,ad05f94f-b13c-499b-b40b-0936d4a7150d,"['drums', 'event', 'group', 'monochrome', 'music', 'performer', 'stage']",neutral,moderate,21.351,"['#151415', '#41423e', '#d2d9d1']","['calm', 'engaging']","['low_light', 'monochrome', 'silhouettes']","['dark_setting', 'shadowy_figures']","A band is performing on a dimly lit stage with subtle movements, accompanied by a moderate rhythmic beat from drummers. The scene is monochromatic, illuminated sparsely enough to outline figures in the dark, creating a calm yet engaging atmosphere among the present audience."
orientation,24.5,TST_7633_prores_scene_001,/Volumes/CORSAIR/SCENES/TST_7633_prores_scene_001_hap.mov,0,0.5,False,7b98d700-5480-48d0-92aa-24cb180e8841,"['ambiguity', 'black', 'black_white', 'orange_light_bulb', 'red_blue_lights']",warm,active,0.0,"['#070101', '#f72d00', '#fe8f11']","['mystery', 'tension', 'warm_lighting']","['close_up', 'contrast', 'monochrome']",['lights'],"In a black void, red and blue lights pulsate, suggesting police presence. Close by, an illuminated orange bulb emits a static, warm glow. Adjacent, a monochrome photo depicts an vague figure."
