movement,time_start,video_id,path,layer,duration,loop,uuid,semantic_tags,mood_tag,motion_tag,motion_variance,dominant_colors,emotional_tags,formal_tags,material_tags,ai_description
orientation,5.0,00_0059_2013-12-28_030905_prores_scene_001,/Volumes/CORSAIR/SCENES/00_0059_2013-12-28_030905_prores_scene_001_hap.mov,0,0.5,False,8d939a01-d398-42ea-918c-19fbee3ec2ba,"['flowers', 'furniture', 'motion', 'vase', 'warm_lighting']",warm,moderate,0.0,"['#312115', '#6b5947', '#a1917d']","['comfort', 'tranquility', 'warm_lighting']","['central_composition', 'diffused_shadows', 'intimate_space', 'soft_lighting']","['ceramic', 'plant_material', 'wood']","A vase filled with an assortment of flowers, exuding a variety of warm hues, is centrally positioned on a flat surface of a table. The spatial layout suggests an intimate setting. The dominant motion quality of 'moderate' implies that petals or leaves may be gently swaying, possibly due to a soft breeze or subtle environmental vibrations. The emotional tone evoked by the warm color mood is one of comfort and tranquility. Lighting conditions seem to be soft and diffused, enhancing the warm atmosphere without casting harsh shadows."
orientation,5.5,IMG_4231_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_4231_prores_scene_001_hap.mov,0,0.5,False,94a42b5a-c4e3-456e-a19c-fb74c12424b4,"['birthday', 'blowing', 'cake', 'candles', 'celebration', 'human']",warm,moderate,4.273,"['#22140d', '#473024', '#e1cdb5']","['intimacy', 'joy', 'warm_lighting']","['center', 'flicker', 'glow', 'motion', 'warm_lighting']","['flame', 'frosting', 'wax']","A man is positioned centrally before a birthday cake adorned with lit candles, the flickering flames providing a warm glow. The man is actively blowing out the candles, with the motion captured suggesting a gentle yet deliberate action, significantly affecting the stillness around him. The warm lighting enhances the celebratory atmosphere, emphasizing the intimate setting."
orientation,6.0,TIM SLEEPER_prores_scene_001,/Volumes/CORSAIR/SCENES/TIM SLEEPER_prores_scene_001_hap.mov,0,0.5,False,74c4d31a-3db0-48d3-a3b5-39c06e0fe3cf,"['back_seat', 'car', 'head', 'human', 'resting', 'sitting', 'steering_wheel']",cool,dynamic,12.065,"['#818283', '#d2d2d4', '#37383a']",['fatigue'],"['front', 'interior', 'rear', 'seating_position', 'vehicle']","['fabric', 'glass', 'leather', 'metal']","A man occupies the rear seat of a car, serene. Another man leans forward in the driver's seat, head resting on the wheel, motionless. The atmosphere is still, imbued with a cool color palette, dimly lit."
orientation,6.5,IMG_2856_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_2856_prores_scene_001_hap.mov,0,0.5,False,cdf34583-5fc0-417c-b684-038822a6aa6d,"['abstract', 'album_cover', 'monochrome', 'record_player', 'vinyl']",warm,moderate,4.195,"['#121105', '#987c61', '#61543c']","['intimate', 'nostalgic', 'reflective']","['intimate_space', 'moderate_perceptual_motion', 'soft_shadows', 'warm_lighting']","['acrylic_cover', 'vinyl_disc']","A record player sits with its arm poised, ready to play a vinyl disc. Atop the turntable, an album cover is displayed prominently, featuring a black and white image. The album art is abstract, conveying a sense of motion with its composition. Warm lighting bathes the scene, casting soft shadows and enhancing the intimate feel of the space."
orientation,7.0,"Fog Flying - Buffalo, NY - DJI Phantom 3 - February 2017_prores_scene_001","/Volumes/CORSAIR/SCENES/Fog Flying - Buffalo, NY - DJI Phantom 3 - February 2017_prores_scene_001_hap.mov",0,0.5,False,e2cf1bb6-6ed4-499f-aed5-4cf3884eaac9,"['aerial', 'cityscape', 'diffused_light', 'skyline']",neutral,moderate,61.913,"['#b8bdb6', '#4e5451', '#838d86']","['mysterious', 'neutral', 'serene']","['abstract', 'diffuse_lighting', 'flat_light', 'partial_visibility']","['buildings', 'cloud', 'mist']","An aerial view of a city skyline enveloped by fog and misty clouds, with the shapes of buildings partially obscured. The fog lends a softness to the scene, with the tops of skyscrapers emerging from the gray-white mist. The cloud coverage diffuses the light, creating a flat lighting condition without strong shadows. There is an apparent stillness despite the moderate perceptual motion suggested by swirling fog."
orientation,7.5,60098030303__A8FF3823-C909-4D01-BC01-D9C57CDEB32A_prores_scene_001,/Volumes/CORSAIR/SCENES/60098030303__A8FF3823-C909-4D01-BC01-D9C57CDEB32A_prores_scene_001_hap.mov,0,0.5,False,688f5544-0cab-4e55-906a-b8500990a8c5,"['back_seat', 'car_interior', 'cool_lighting', 'driver', 'dynamic', 'group', 'movement']",cool,dynamic,0.0,"['#6c6d73', '#1e2129', '#e5dbcf']","['focus', 'relaxed']","['interior_space', 'seating_arrangement', 'vehicle']","['car_windows', 'fabric_upholstery', 'steering_wheel']","Two men are seated side by side in the capacious back seat of a moving car, their bodies swaying gently in unison with the subtle movements of the vehicle. In another scene, a mixed group of men and women are seated together in the backseat of an automobile, their postures relaxed and expressions conveying casual interaction. A separate view captures a lone man in the driver's seat, hands on the wheel, focused attentively on the road ahead. The dynamic nature of the scenes is palpable through the perceived motion outside the car windows. The color mood is cool, with soft blues and grays dominating the interior and diffused light casting an even, tranquil tone throughout the cabin."
orientation,8.0,GOPR0506_prores_scene_001,/Volumes/CORSAIR/SCENES/GOPR0506_prores_scene_001_hap.mov,0,0.5,False,9b376623-54a6-4246-a5ff-97aaf5a0c6b7,"['child', 'grass', 'group', 'houses', 'sand_play', 'suburb', 'toys', 'trees', 'yard']",cool,dynamic,201.303,"['#6c7560', '#e9ebed', '#313724']","['playful', 'refreshing', 'serene']","['front', 'group_activity', 'outdoor', 'residential']","['brick', 'grass', 'sand', 'toys', 'wood']","A group of individuals are gathered in a yard, engaged in playful activities with a variety of toys. The area spans across two properties, each featuring a front lawn. One house is in view, set against a backdrop of lush trees, and a single child is immersed in play with sand on the verdant grass. The overall scene is active, with the motion of the group infusing life into the tranquil suburban setting. A cool color palette dominates, evoking a serene and refreshing ambiance. The illumination suggests either early morning or late afternoon, with soft light casting gentle shadows across the yard."
orientation,8.5,2014-07-23 20.40.11_prores_scene_001,/Volumes/CORSAIR/SCENES/2014-07-23 20.40.11_prores_scene_001_hap.mov,0,0.5,False,7206b85b-1c9a-4c92-960f-4fd30e9a4804,"['animal', 'black_dog', 'black_white_dog', 'grass', 'nature', 'walking']",warm,active,32.037,"['#2c2923', '#6d6857', '#f6f3f4']","['invigorating', 'lively', 'warm_lighting']","['animal_behavior', 'color_contrast', 'lighting', 'motion', 'spatial_layout']","['fur', 'greenery']","A sleek black dog strides purposefully through a field of grass, its coat contrasted by the vibrant green around it. Nearby, a black and white dog trots at a lively pace, its dual-colored fur standing out in the soft light of the sun. The scene exudes a sense of warmth as the dappling sunlight filters through, casting a golden hue over the landscape, highlighting the dogs' movements and enhancing the dynamic of their interactions with the environment."
orientation,9.0,15629830_241044766320864_1657175752061222912_n_prores_scene_001,/Volumes/CORSAIR/SCENES/15629830_241044766320864_1657175752061222912_n_prores_scene_001_hap.mov,0,0.5,False,a8daba67-af84-4a77-80c2-201c11435d82,"['diffused_light', 'dj', 'green_light', 'group', 'interior', 'neon_lights', 'nightclub', 'shadows', 'strobe_lights']",cool,moderate,5.336,"['#0b0028', '#034b39', '#012218']","['dynamic', 'energetic', 'mysterious', 'vivid']","['central_composition', 'cool_color_mood', 'moderate_perceptual_motion', 'soft_lighting']","['electronic_equipment', 'light_beams', 'mist']","A misty environment where a congregation of individuals is gathered in a space suffused with an ambient green light, casting a mysterious aura. In another section, people are enveloped in darkness, with the vibrancy of neon lights creating a vivid contrast. The heart of the scene is marked by a DJ station, placed centrally on the dance floor, around which the crowd's energy converges. The nightclub's atmosphere is charged with a dynamic interplay of shadows and light, underscored by pulsating neon lights and intermittent strobes that cut through the darkness."
orientation,9.5,00_0005_2013-12-27_215910_prores_scene_001,/Volumes/CORSAIR/SCENES/00_0005_2013-12-27_215910_prores_scene_001_hap.mov,0,0.5,False,b7800520-ac74-474f-a2b5-ed258bd11dcd,"['contemplation', 'cooking', 'human', 'image', 'kitchen', 'oven', 'social_interaction']",warm,moderate,94.43,"['#130f0d', '#695f50', '#ebe7d6']","['comfort', 'coziness', 'intimacy']","['domestic_setting', 'indoor_lighting', 'motion', 'warm_lighting']","['appliances', 'framed_artwork', 'kitchenware']","A solitary individual is positioned before an oven, suggesting a domestic setting. Nearby, a pair of people share the kitchen space, signifying social interaction or cooperation. Another lone figure stands adjacent to what appears to be a framed image, invoking a sense of contemplation or admiration. The overall motion in the scene is moderate, likely characterized by the purposeful movements of cooking or conversing, and the occasional gesturing towards the artwork. The warmth in the scene is palpable, emanating from the lighting that casts a soft glow, enhancing the cozy ambience and contributing to a feeling of comfort or intimacy."
orientation,10.0,trim.4F232ACB-63FD-4724-BDAF-DB9E17715953_prores_scene_005,/Volumes/CORSAIR/SCENES/trim.4F232ACB-63FD-4724-BDAF-DB9E17715953_prores_scene_005_hap.mov,0,8.0,False,46e7ef27-a946-4340-bad6-8f317c7e7455,"['camera', 'glasses', 'human', 'image_backdrop', 'smile']",warm,dynamic,100.26,"['#814e2b', '#c9bda1', '#2c1e14']","['cheerful', 'friendly']","['centered', 'dynamic', 'frontal', 'warm_lighting']","['clothing', 'glasses']","A cheerful man with glasses beams at the camera, positioned centrally with a still image backdrop. The dynamic setting conveys motion, highlighted by a warm ambiance."
orientation,10.0,IMG_6726_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_6726_prores_scene_001_hap.mov,1,8.0,False,a0de31d1-78c5-4774-ae9e-652b7e5141ab,"['bird', 'cat', 'frame', 'ledge', 'sill', 'window']",warm,moderate,120.094,"['#89847c', '#3f3c38', '#c0c5c2']","['curious', 'tranquil']","['interior', 'motion', 'warm_lighting']","['feather', 'fur', 'glass', 'wood']","A cat stretches up to a window sill, pawing gently; opposite it, a bird sits still on an aged ledge. Below, another cat places paws on the floor near the sill. The scene bathed in a warm, modulating ambience."
orientation,10.0,IMG_3055_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_3055_prores_scene_001_hap.mov,2,8.0,False,ac5fe3f9-4e25-472d-a6d6-8ba561f6ec6b,"['cool_light', 'dynamic', 'projection', 'screen', 'silhouette']",cool,dynamic,67.766,"['#04111a', '#54b4ce', '#305d73']","['detached', 'serene']","['contrast', 'cool_lighting', 'sharp_outlines', 'soft_lighting']","['light', 'shadow']","A human silhouette stands before a large projection screen that bathes the figure in a cool, bluish light. The screen displays a dynamic image that gives the impression of continuous movement. This light is the primary light source in the otherwise dimly lit space, accentuating the stark contrast and sharp outlines of the person's silhouette. The pervasive cool tones suggest a calm or detached emotional atmosphere."
orientation,18.0,IMG_3115_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_3115_prores_scene_001_hap.mov,0,0.5,False,e23ba2f1-6f41-4a12-b965-80c2b4ba8bfb,"['car', 'cows', 'desert', 'driving', 'human', 'looking_out', 'window']",cool,moderate,80.766,"['#282e34', '#76aae5', '#a19785']","['calm', 'contemplative', 'isolation']","['cool_lighting', 'desert_landscape', 'diffuse_lighting', ""driver's_seat"", 'motion']","['animal', 'fabric', 'glass', 'leather', 'metal', 'sand']","A woman is positioned in the driver's seat of a vehicle, her attention directed outward through the car window. Outside, the expanse of a barren desert stretches into the distance. The scene motion appears moderate, as the view outside suggests movement, likely due to the car driving through the desolate landscape. Her gaze is fixed on a small group of cows that are sparsely distributed along the sandy terrain, adding a sense of life to the otherwise still desert. The color mood is cool, with the hues of the desert likely subdued or appearing under a soft, overcast sky, which diffuses the light evenly, minimizing shadows."
orientation,18.5,2014-04-13 12.32.06_prores_scene_001,/Volumes/CORSAIR/SCENES/2014-04-13 12.32.06_prores_scene_001_hap.mov,0,0.5,False,4b966e63-b1f5-4cbd-a57b-91a954c19990,"['cat', 'interior', 'window_sill']",warm,moderate,14.888,"['#6b675c', '#d2cdc7', '#201e1c']","['comfort', 'serenity']","['motion', 'warm_lighting']","['fur', 'glass']","A cat is perched comfortably on the edge of a window sill. The ambient light from outside filters through, casting a warm glow on the scene. The cat exhibits moderate movement, perhaps it’s tail gently swaying or its head turning to survey the room."
orientation,19.0,0001X4_prores_scene_001,/Volumes/CORSAIR/SCENES/0001X4_prores_scene_001_hap.mov,0,0.5,False,02af2ca2-a51f-4123-8c79-d347749d0c02,"['aircraft_carrier', 'airplane', 'helicopter', 'human', 'sea', 'takeoff']",cool,moderate,40.309,"['#333437', '#b8c4d3', '#898777']","['dynamic', 'professional', 'serene']","['cool_lighting', 'motion', 'natural_light', 'outdoor', 'soft_lighting']","['air', 'metal', 'water']","A sleek helicopter lifts off from the grey deck of an aircraft carrier, its blades whipping the air with a controlled aggression. Waves churn in the background, hinting at the sea's expanse. On a separate scene, a solitary man stands confidently before a stationary airplane, its fuselage reflecting the cool, diffused light. The air around both scenes carries a crisp, mechanical resonance."
orientation,19.5,Jazz Band 2001_prores_scene_002,/Volumes/CORSAIR/SCENES/Jazz Band 2001_prores_scene_002_hap.mov,0,0.5,False,24c90ac5-0289-4c63-88fe-ecae6e7243a6,"['airplane', 'bird', 'blurred', 'forest', 'motion', 'sky', 'trees']",neutral,moderate,3.422,"['#967e65', '#000000', '#687275']",['neutral'],"['color', 'image_sequence', 'monochrome', 'motion', 'photography']","['digital', 'photographic_paper']",Multiple blurred images featuring creatures and objects in motion; an orange bird and an airplane soar in the sky while foliage whips around in the breeze.
orientation,20.0,MOV_0865_prores_scene_001,/Volumes/CORSAIR/SCENES/MOV_0865_prores_scene_001_hap.mov,0,0.5,False,5605a856-3d0f-4419-8ef9-53254b3197e3,"['cool_lighting', 'empty_room', 'night_sky', 'space']",cool,moderate,22.746,"['#0b0658', '#2e10f1', '#150b9d']","['coldness', 'isolation', 'serenity']","['cool_lighting', 'monochrome', 'motion']","['light', 'low_light', 'shadow']","An empty space is illuminated by a cool, blue light, lending a serene but cold ambiance. Faint motion suggests subtle activity, perhaps natural or mechanical."
orientation,20.5,MVI_0443_prores_scene_003,/Volumes/CORSAIR/SCENES/MVI_0443_prores_scene_003_hap.mov,0,0.5,False,45384bf6-a405-4ded-863f-d50399132739,"['boat', 'human', 'lake', 'mountains', 'sunglasses']",cool,dynamic,16.515,"['#d2dfeb', '#474043', '#8397ad']","['coolness', 'dynamism', 'serenity']","['human_figure', 'landscape', 'mountainous', 'vehicle', 'water_body']","['fabric', 'glass', 'rock', 'water', 'wood']","Serene lake cradled by mountains, cool shades dominate. A woman sports sunglasses aboard a boat, reflecting dynamism and leisure. Soft daylight bathes the scene."
orientation,21.0,GOPR0529_prores_scene_001,/Volumes/CORSAIR/SCENES/GOPR0529_prores_scene_001_hap.mov,0,0.5,False,83cb3412-973b-4cfe-9307-fe73729cd2f0,"['children', 'interaction', 'motion', 'play', 'playground', 'slide']",cool,dynamic,65.357,"['#34362d', '#73756c', '#bdc6cd']","['energetic', 'joyful', 'playful', 'soothing']","['ascending', 'cool_hues', 'descending', 'dynamic', 'natural_light', 'overcast_lighting']","['metal_slide', 'plastic_equipment', 'rubber_flooring']","A young girl, with her energetic movements, ascends the ladder to the top of a slide, overcoming the traditional path of descent. The environment is a playground, where the cool hues of the slide and surroundings suggest a vibrant yet soothing atmosphere. In another section of the playground, a child experiences the thrill of gravity, swiftly sliding down, their motion a clear, focus-grabbing activity. Nearby, a group of children, including the young girl, engage in various games, their movements, interactions, and the sound of their laughter filling the space. The lighting is natural, likely from an overcast sky, diffusing a soft light that enhances the cool color palette of the playground equipment and the overall playful yet calm mood of the scene."
orientation,21.5,IMG_2389_prores_scene_001,/Volumes/CORSAIR/SCENES/IMG_2389_prores_scene_001_hap.mov,0,0.5,False,f8ef2587-d42b-402d-9311-0fbd667e92c9,"['airport', 'bathroom', 'couple', 'group', 'image', 'kissing', 'philadelphia_airport', 'train_station', 'travelers', 'two_women', 'waiting_in_line', 'woman_smiling']",warm,dynamic,59.725,"['#8b7056', '#dbcbb6', '#26211a']","['anticipation', 'companionship', 'intimacy', 'joy', 'warm_lighting']","['embrace', 'human_figures', 'indoor', 'public_space', 'transportation_hub']","['airport_facilities', 'architecture', 'lighting', 'train_station_infrastructure']","A bustling airport scene with travelers moving about, a couple sharing an intimate kiss obscured in a bathroom corner, a joyful woman beaming as she anticipates her turn at a check-in desk, a stationary group of individuals posed before a large display, and a pair of women sharing a moment of connection in the tranquil expanse of a deserted train station."
orientation,22.0,Goat Mountain_prores_scene_001,/Volumes/CORSAIR/SCENES/Goat Mountain_prores_scene_001_hap.mov,0,0.5,False,ca271986-bfa5-4d84-8ff0-11602c6341a8,"['aerial', 'california', 'desert', 'drone_footage', 'landscape', 'mountain']",warm,active,23.721,"['#584637', '#a7a7b3', '#7d7574']","['serene', 'vastness', 'warm_lighting']","['aerial_perspective', 'contrast', 'crest', 'expansive', 'rugged', 'undulating', 'vast']","['rock', 'sand', 'terra']","An expansive aerial view captures undulating dunes and rugged terraform of the desert with the golden hues of sand contrasting against the clear blue sky. The dynamic, swirling patterns of the desert floor imply shifting sands below. The scene transitions to the crest of a mountain peak, showcasing the vast California landscape stretching to the horizon, bathed in the warm light of the setting sun, with shadows accentuating the craggy features of the terrain. A sense of serene vastness pervades as the drone overlooks the arid California desert from high above, the light creating a pallet of warm oranges, reds, and browns."
orientation,22.5,00_0040_2013-12-28_012945_prores_scene_003,/Volumes/CORSAIR/SCENES/00_0040_2013-12-28_012945_prores_scene_003_hap.mov,0,0.5,False,45c25680-3028-45bf-bf7f-83701313872e,"['airplane', 'dynamic', 'giraffe', 'ground', 'monochrome', 'motion', 'sky']",warm,dynamic,314.193,"['#d7c0a5', '#716f6d', '#b79e83']","['energy', 'vitality', 'warm_lighting']","['composition', 'contrast', 'monochrome', 'perspective']","['earth', 'fur', 'metal']","A giraffe is planted firmly on the ground with its long neck extended towards the sky. In the same visual frame, an airplane is captured mid-flight, soaring high above the giraffe. Separately, a monochromatic depiction shows an animal, its form suggesting rapid movement, likely caught in mid-stride or leap. Additionally, there is a black and white image of an airplane, its propellers perhaps spinning, giving a sense of motion against the cloud-streaked sky. The motion conveyed by both the animal and the airplane implies a dynamic scene. The color tones are absent in the black and white images, yet the warmth is suggested by the implied sunlight casting on the giraffe and the notion of a sunlit sky where the plane flies."
